,soma_joinid,collection_id,collection_name,collection_doi,dataset_id,dataset_title,dataset_h5ad_path,dataset_total_cell_count
349,349,83ed3be8-4cb9-43e6-9aaa-3fbbf5d1bd3a,Integrated scRNA-Seq Identifies Human Postnatal Thymus Seeding Progenitors and Regulatory Dynamics of Differentiating Immature Thymocytes,10.1016/j.immuni.2020.03.019,11ff73e8-d3e4-4445-9309-477a2c5be6f6,Single-Cell Transcriptome Profiling of Immature Human Thymocytes,11ff73e8-d3e4-4445-9309-477a2c5be6f6.h5ad,71732
350,350,92fde064-2fb4-41f8-b85c-c6904000b859,A comprehensive mouse kidney atlas enables rare cell population characterization and robust marker discovery,10.1016/j.isci.2023.106877,42bb7f78-cef8-4b0d-9bba-50037d64d8c1,Healthy mouse kidney atlas,42bb7f78-cef8-4b0d-9bba-50037d64d8c1.h5ad,141401
351,351,a261413d-835b-4f1e-ab0c-dada55ea6afd,Identification of distinct tumor cell populations and key genetic mechanisms through single cell sequencing in hepatoblastoma,10.1038/s42003-021-02562-8,ec6ceff8-c8bc-488d-b6bf-30df2fa92169,Modeling Hepatoblastoma: Identification of Distinct Tumor Cell Populations and Key Genetic Mechanisms through Single Cell Sequencing,ec6ceff8-c8bc-488d-b6bf-30df2fa92169.h5ad,67110
352,352,2902f08c-f83c-470e-a541-e463e25e5058,Single-cell reconstruction of follicular remodeling in the human adult ovary,10.1038/s41467-019-11036-9,1f1c5c14-5949-4c81-b28e-b272e271b672,Single-cell reconstruction of follicular remodeling in the human adult ovary,1f1c5c14-5949-4c81-b28e-b272e271b672.h5ad,20676
353,353,2f4c738f-e2f3-4553-9db2-0582a38ea4dc,Cell Types of the Human Retina and Its Organoids at Single-Cell Resolution,10.1016/j.cell.2020.08.013,ccfdcad0-7104-46b9-addf-fd66a2a15907,Periphery - Cell Types of the Human Retina and Its Organoids at Single-Cell Resolution,ccfdcad0-7104-46b9-addf-fd66a2a15907.h5ad,34723
354,354,2f4c738f-e2f3-4553-9db2-0582a38ea4dc,Cell Types of the Human Retina and Its Organoids at Single-Cell Resolution,10.1016/j.cell.2020.08.013,babbf9f3-f482-45a5-ba76-c41f4c2f503e,Fovea - Cell Types of the Human Retina and Its Organoids at Single-Cell Resolution,babbf9f3-f482-45a5-ba76-c41f4c2f503e.h5ad,19768
355,355,20a1dadf-a3a7-4783-b311-fcff3c457763,Phenotypic variation of transcriptomic cell types in mouse motor cortex,10.1038/s41586-020-2907-3,cb5efdb0-f91c-4cbd-9ad4-9d4fa41c572d,Excitatory neurons integrated with 10X sequencing MOp data,cb5efdb0-f91c-4cbd-9ad4-9d4fa41c572d.h5ad,93829
356,356,20a1dadf-a3a7-4783-b311-fcff3c457763,Phenotypic variation of transcriptomic cell types in mouse motor cortex,10.1038/s41586-020-2907-3,9bb9596d-f23f-4558-912f-d4dc7d52721b,CGE-derived interneurons integrated with 10X sequencing MOp data,9bb9596d-f23f-4558-912f-d4dc7d52721b.h5ad,15511
357,357,20a1dadf-a3a7-4783-b311-fcff3c457763,Phenotypic variation of transcriptomic cell types in mouse motor cortex,10.1038/s41586-020-2907-3,42ff5b55-b848-4f4c-b7cb-b8aac107841c,MGE-derived interneurons integrated with 10X sequencing MOp data,42ff5b55-b848-4f4c-b7cb-b8aac107841c.h5ad,12083
358,358,c353707f-09a4-4f12-92a0-cb741e57e5f0,Single-cell transcriptomes of the human skin reveal age-related loss of fibroblast priming,10.1038/s42003-020-0922-4,124744b8-4681-474a-9894-683896122708,Single-cell transcriptomes of the human skin reveal age-related loss of fibroblast priming,124744b8-4681-474a-9894-683896122708.h5ad,15457
359,359,7681c7d7-0168-4892-a547-6f02a6430ace,Distinct microbial and immune niches of the human colon,10.1038/s41590-020-0602-z,2872f4b0-b171-46e2-abc6-befcf6de6306,Colon,2872f4b0-b171-46e2-abc6-befcf6de6306.h5ad,41650
360,360,120e86b4-1195-48c5-845b-b98054105eec,Spatiotemporal immune zonation of the human kidney,10.1126/science.aat5031,d7dcfd8f-2ee7-4385-b9ac-e074c23ed190,Fetal kidney dataset: full,d7dcfd8f-2ee7-4385-b9ac-e074c23ed190.h5ad,27197
361,361,120e86b4-1195-48c5-845b-b98054105eec,Spatiotemporal immune zonation of the human kidney,10.1126/science.aat5031,c52de62a-058d-4d78-a464-bdf552378f43,Fetal kidney dataset: stroma,c52de62a-058d-4d78-a464-bdf552378f43.h5ad,8345
362,362,120e86b4-1195-48c5-845b-b98054105eec,Spatiotemporal immune zonation of the human kidney,10.1126/science.aat5031,9ea768a2-87ab-46b6-a73d-c4e915f25af3,Mature kidney dataset: full,9ea768a2-87ab-46b6-a73d-c4e915f25af3.h5ad,40268
363,363,120e86b4-1195-48c5-845b-b98054105eec,Spatiotemporal immune zonation of the human kidney,10.1126/science.aat5031,2fc9c59f-3cfd-48d9-9b23-e369ea31bff3,Mature kidney dataset: non PT parenchyma,2fc9c59f-3cfd-48d9-9b23-e369ea31bff3.h5ad,4620
364,364,120e86b4-1195-48c5-845b-b98054105eec,Spatiotemporal immune zonation of the human kidney,10.1126/science.aat5031,2d31c0ca-0233-41ce-bd1a-05aa8404b073,Fetal kidney dataset: immune,2d31c0ca-0233-41ce-bd1a-05aa8404b073.h5ad,6847
365,365,120e86b4-1195-48c5-845b-b98054105eec,Spatiotemporal immune zonation of the human kidney,10.1126/science.aat5031,20d87640-4be8-487f-93d4-dce38378d00f,Mature kidney dataset: immune,20d87640-4be8-487f-93d4-dce38378d00f.h5ad,7803
366,366,120e86b4-1195-48c5-845b-b98054105eec,Spatiotemporal immune zonation of the human kidney,10.1126/science.aat5031,08073b32-d389-41f4-a4fd-616de76915ab,Fetal kidney dataset: nephron,08073b32-d389-41f4-a4fd-616de76915ab.h5ad,10790
367,367,a3ffde6c-7ad2-498a-903c-d58e732f7470,Single-nucleus cross-tissue molecular reference maps to decipher disease gene function,10.1126/science.abl4290,4ed927e9-c099-49af-b8ce-a2652d069333,Single-nucleus cross-tissue molecular reference maps to decipher disease gene function,4ed927e9-c099-49af-b8ce-a2652d069333.h5ad,209126
368,368,e02201d7-f49f-401f-baf0-1eb1406546c0,"Early role for a Na+,K+-ATPase (ATP1A3) in brain development",10.1073/pnas.2023333118,82f6af6d-5313-439a-9936-5e844be49a70,Infant human neocortex cells,82f6af6d-5313-439a-9936-5e844be49a70.h5ad,51878
369,369,e02201d7-f49f-401f-baf0-1eb1406546c0,"Early role for a Na+,K+-ATPase (ATP1A3) in brain development",10.1073/pnas.2023333118,39ed7d98-676d-4b8d-9d0a-0f3b60914ead,Midgestational human neocortex cells,39ed7d98-676d-4b8d-9d0a-0f3b60914ead.h5ad,118647
370,370,62e8f058-9c37-48bc-9200-e767f318a8ec,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,10.1016/j.ccell.2021.09.008,f64e1be1-de15-4d27-8da4-82225cd4c035,Immune cells,f64e1be1-de15-4d27-8da4-82225cd4c035.h5ad,73047
371,371,62e8f058-9c37-48bc-9200-e767f318a8ec,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,10.1016/j.ccell.2021.09.008,e9175006-8978-4417-939f-819855eab80e,Myeloid cells,e9175006-8978-4417-939f-819855eab80e.h5ad,14072
372,372,62e8f058-9c37-48bc-9200-e767f318a8ec,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,10.1016/j.ccell.2021.09.008,d4cfefa0-3a35-44eb-b848-d7a725b481e7,NSCLC epithelial cells,d4cfefa0-3a35-44eb-b848-d7a725b481e7.h5ad,9778
373,373,62e8f058-9c37-48bc-9200-e767f318a8ec,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,10.1016/j.ccell.2021.09.008,d224c8e0-c28e-4360-9e42-b3977cd83f9f,Mesenchymal cells,d224c8e0-c28e-4360-9e42-b3977cd83f9f.h5ad,8030
374,374,62e8f058-9c37-48bc-9200-e767f318a8ec,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,10.1016/j.ccell.2021.09.008,b47cf863-d90d-4fe5-a1eb-1a4785a3e329,Myeloid SCLC samples only,b47cf863-d90d-4fe5-a1eb-1a4785a3e329.h5ad,2951
375,375,62e8f058-9c37-48bc-9200-e767f318a8ec,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,10.1016/j.ccell.2021.09.008,a6858c10-c52a-4a1d-bc12-a90dbd51ca66,Epithelial cells,a6858c10-c52a-4a1d-bc12-a90dbd51ca66.h5ad,64091
376,376,62e8f058-9c37-48bc-9200-e767f318a8ec,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,10.1016/j.ccell.2021.09.008,76347874-8801-44bf-9aea-0da21c78c430,SCLC immune cells,76347874-8801-44bf-9aea-0da21c78c430.h5ad,16475
377,377,62e8f058-9c37-48bc-9200-e767f318a8ec,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,10.1016/j.ccell.2021.09.008,576f193c-75d0-4a11-bd25-8676587e6dc2,Combined samples,576f193c-75d0-4a11-bd25-8676587e6dc2.h5ad,147137
378,378,62e8f058-9c37-48bc-9200-e767f318a8ec,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,10.1016/j.ccell.2021.09.008,524d4513-8afd-4120-9b7b-fe31ae10c29b,SCLC RU1215 epithelial cells,524d4513-8afd-4120-9b7b-fe31ae10c29b.h5ad,3923
379,379,62e8f058-9c37-48bc-9200-e767f318a8ec,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,10.1016/j.ccell.2021.09.008,486486d4-9462-43e5-9249-eb43fa5a49a6,T cells,486486d4-9462-43e5-9249-eb43fa5a49a6.h5ad,46140
380,380,62e8f058-9c37-48bc-9200-e767f318a8ec,HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer,10.1016/j.ccell.2021.09.008,34deb33b-a50e-4993-a38b-1c0e5079c1c2,SCLC epithelial cells,34deb33b-a50e-4993-a38b-1c0e5079c1c2.h5ad,54313
381,381,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,f67f2cfa-ba45-4f77-8e26-64a15f666043,Pax6 - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),f67f2cfa-ba45-4f77-8e26-64a15f666043.h5ad,8463
382,382,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,eec3e37d-ed41-4881-bc6e-aaf39a2c6eb0,Lamp5 - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),eec3e37d-ed41-4881-bc6e-aaf39a2c6eb0.h5ad,38660
383,383,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,e8ac3386-31d4-48ba-aa70-1bae0cf020e7,Lamp5_Lhx6 - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),e8ac3386-31d4-48ba-aa70-1bae0cf020e7.h5ad,19385
384,384,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,de104f7e-14fa-4795-bd19-b5ee2c1563e0,L6 IT - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),de104f7e-14fa-4795-bd19-b5ee2c1563e0.h5ad,40269
385,385,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,d87f3f91-dca4-494b-8993-c4e3008a8fa5,Pvalb - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),d87f3f91-dca4-494b-8993-c4e3008a8fa5.h5ad,81879
386,386,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,d2fc9880-e6d3-4922-af5c-61f4f517adfa,Oligo - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),d2fc9880-e6d3-4922-af5c-61f4f517adfa.h5ad,99369
387,387,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,c76098ba-eed3-45b1-98f2-96fcac55ed18,Micro-PVM - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),c76098ba-eed3-45b1-98f2-96fcac55ed18.h5ad,35889
388,388,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,c19275f5-739e-4796-ad5d-b0830b760db1,L6 CT - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),c19275f5-739e-4796-ad5d-b0830b760db1.h5ad,16418
389,389,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,b74100ea-1a1a-486a-9cad-70ae44150935,L2/3 IT - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),b74100ea-1a1a-486a-9cad-70ae44150935.h5ad,289193
390,390,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,ac0fee7e-0999-4319-b244-20278e1ff2fb,L4 IT - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),ac0fee7e-0999-4319-b244-20278e1ff2fb.h5ad,148532
391,391,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,a0d173dd-bb10-4d13-8b9a-e13a4ee83c8c,Vip - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),a0d173dd-bb10-4d13-8b9a-e13a4ee83c8c.h5ad,94828
392,392,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,8c6ed88f-11bf-4159-bad7-ff41fb1e1eca,Chandelier - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),8c6ed88f-11bf-4159-bad7-ff41fb1e1eca.h5ad,9893
393,393,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,8a8aedcb-5bb3-453d-a9f0-f37951ae1515,L6b - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),8a8aedcb-5bb3-453d-a9f0-f37951ae1515.h5ad,14786
394,394,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,81e91ff8-f619-4ad1-a0c3-b45e1dc63f68,Sst Chodl - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),81e91ff8-f619-4ad1-a0c3-b45e1dc63f68.h5ad,1310
395,395,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,79d485a8-b8b1-49f2-85aa-c44e5206aa53,L6 IT Car3 - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),79d485a8-b8b1-49f2-85aa-c44e5206aa53.h5ad,23537
396,396,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,75e6eee5-d0e3-4291-9360-f288ffe6c7c4,L5/6 NP - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),75e6eee5-d0e3-4291-9360-f288ffe6c7c4.h5ad,18567
397,397,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,605b89b1-c474-4180-8c0b-88afb5920991,L5 IT - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),605b89b1-c474-4180-8c0b-88afb5920991.h5ad,113298
398,398,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,5ae6ab72-1927-4d5b-9826-86be65791293,Sncg - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),5ae6ab72-1927-4d5b-9826-86be65791293.h5ad,20181
399,399,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,5097d77d-08fa-4105-a18f-4072d61522a4,Astro - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),5097d77d-08fa-4105-a18f-4072d61522a4.h5ad,62247
400,400,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,3e87b1fa-472a-401c-8fa8-f31c10437d5f,Endo - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),3e87b1fa-472a-401c-8fa8-f31c10437d5f.h5ad,1973
401,401,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,236baeda-5fdd-41bf-8e32-bae21ac7d435,VLMC - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),236baeda-5fdd-41bf-8e32-bae21ac7d435.h5ad,3937
402,402,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,1c05b7ae-4dfb-4c1b-a441-4b23c04b169e,OPC - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),1c05b7ae-4dfb-4c1b-a441-4b23c04b169e.h5ad,29176
403,403,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,146216e1-ec30-4fee-a1fb-25defe801e2d,Sst - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),146216e1-ec30-4fee-a1fb-25defe801e2d.h5ad,52704
404,404,1ca90a2d-2943-483d-b678-b809bf464c30,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1101/2023.05.08.539485,07428d73-fdea-4bd4-a801-94b00c4d961c,L5 ET - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),07428d73-fdea-4bd4-a801-94b00c4d961c.h5ad,2361
405,405,32f2fd23-ec74-486f-9544-e5b2f41725f5,Mapping the temporal and spatial dynamics of the human endometrium in vivo and in vitro,10.1038/s41588-021-00972-2,9ddea8d9-cc4c-420a-90f6-880996f808d4,Non-pregnant Uterus (Endometrium - All),9ddea8d9-cc4c-420a-90f6-880996f808d4.h5ad,100307
406,406,32f2fd23-ec74-486f-9544-e5b2f41725f5,Mapping the temporal and spatial dynamics of the human endometrium in vivo and in vitro,10.1038/s41588-021-00972-2,968885c5-b652-48d9-9006-c34b5fc1c07a,Non-pregnant Uterus (Endometrium - Epithelial),968885c5-b652-48d9-9006-c34b5fc1c07a.h5ad,10729
407,407,be21c2d1-2392-47d0-96fb-c625d115e0dc,Single cell RNA sequencing of CD19 CAR T-cell infusion products,10.1038/s41591-020-1061-7,0c774045-26a7-40f8-9b07-6742d3c771c0,Single cell RNA sequencing of CD19 CAR T-cell infusion products,0c774045-26a7-40f8-9b07-6742d3c771c0.h5ad,133405
408,408,62ef75e4-cbea-454e-a0ce-998ec40223d3,Cross-tissue immune cell analysis reveals tissue-specific features in humans,10.1126/science.abl5197,fe52003e-1460-4a65-a213-2bb1a508332f,Myeloid compartment,fe52003e-1460-4a65-a213-2bb1a508332f.h5ad,51552
409,409,62ef75e4-cbea-454e-a0ce-998ec40223d3,Cross-tissue immune cell analysis reveals tissue-specific features in humans,10.1126/science.abl5197,ae29ebd0-1973-40a4-a6af-d15a5f77a80f,T & innate lymphoid cells,ae29ebd0-1973-40a4-a6af-d15a5f77a80f.h5ad,216611
410,410,62ef75e4-cbea-454e-a0ce-998ec40223d3,Cross-tissue immune cell analysis reveals tissue-specific features in humans,10.1126/science.abl5197,71be997d-ff75-41b9-8a9f-1288c865f921,B cell compartment,71be997d-ff75-41b9-8a9f-1288c865f921.h5ad,54934
411,411,62ef75e4-cbea-454e-a0ce-998ec40223d3,Cross-tissue immune cell analysis reveals tissue-specific features in humans,10.1126/science.abl5197,1b9d8702-5af8-4142-85ed-020eb06ec4f6,Global,1b9d8702-5af8-4142-85ed-020eb06ec4f6.h5ad,329762
412,412,3472f32d-4a33-48e2-aad5-666d4631bf4c,A single-cell transcriptome atlas of the adult human retina,10.15252/embj.2018100811,d5c67a4e-a8d9-456d-a273-fa01adb1b308,Retina,d5c67a4e-a8d9-456d-a273-fa01adb1b308.h5ad,19694
413,413,2b02dff7-e427-4cdc-96fb-c0f354c099aa,Single-Cell Analysis of Crohn’s Disease Lesions Identifies a Pathogenic Cellular Module Associated with Resistance to Anti-TNF Therapy,10.1016/j.cell.2019.08.008,36c867a7-be10-4e69-9b39-5de12b0af6da,Ileum,36c867a7-be10-4e69-9b39-5de12b0af6da.h5ad,32458
414,414,4d74781b-8186-4c9a-b659-ff4dc4601d91,"scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation",10.1186/s13059-019-1906-x,b07fb54c-d7ad-4995-8bb0-8f3d8611cabe,Esophagus Epithelium,b07fb54c-d7ad-4995-8bb0-8f3d8611cabe.h5ad,87947
415,415,4d74781b-8186-4c9a-b659-ff4dc4601d91,"scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation",10.1186/s13059-019-1906-x,644a578d-ffdc-446b-9679-e7ab4c919c13,Spleen,644a578d-ffdc-446b-9679-e7ab4c919c13.h5ad,94256
416,416,4d74781b-8186-4c9a-b659-ff4dc4601d91,"scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation",10.1186/s13059-019-1906-x,2672b679-8048-4f5e-9786-f1b196ccfd08,Lung Parenchyma,2672b679-8048-4f5e-9786-f1b196ccfd08.h5ad,57019
417,417,dde06e0f-ab3b-46be-96a2-a8082383c4a1,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease,10.1126/science.abf3041,3faad104-2ab8-4434-816d-474d8d2641db,Single-cell eQTL mapping identifies cell type specific genetic control of autoimmune disease,3faad104-2ab8-4434-816d-474d8d2641db.h5ad,1248980
418,418,eb735cc9-d0a7-48fa-b255-db726bf365af,Sampling peripheral blood and matched nasal swabs from donors with prior immunodeficiencies and autoimmune conditions infected with SARS-CoV-2,10.1101/2020.11.20.20227355,c2a461b1-0c15-4047-9fcb-1f966fe55100,Autoimmunity PBMCs,c2a461b1-0c15-4047-9fcb-1f966fe55100.h5ad,97499
419,419,0434a9d4-85fd-4554-b8e3-cf6c582bb2fa,Acute COVID-19 cohort across a range of WHO categories seen at the Department of Emergency Medicine at MGH,10.1101/2020.11.20.20227355,fa8605cf-f27e-44af-ac2a-476bee4410d3,PBMCs,fa8605cf-f27e-44af-ac2a-476bee4410d3.h5ad,59506
420,420,03f821b4-87be-4ff4-b65a-b5fc00061da7,Local and systemic responses to SARS-CoV-2 infection in children and adults,10.1038/s41586-021-04345-x,edc8d3fe-153c-4e3d-8be0-2108d30f8d70,Airway,edc8d3fe-153c-4e3d-8be0-2108d30f8d70.h5ad,236977
421,421,03f821b4-87be-4ff4-b65a-b5fc00061da7,Local and systemic responses to SARS-CoV-2 infection in children and adults,10.1038/s41586-021-04345-x,2a498ace-872a-4935-984b-1afa70fd9886,PBMC,2a498ace-872a-4935-984b-1afa70fd9886.h5ad,422220
422,422,125eef58-0f61-4963-9b08-53e851ab65fb,Single-cell transcriptomes from human kidneys reveal the cellular identity of renal tumors,10.1126/science.aat1699,105c7dad-0468-4628-a5be-2bb42c6a8ae4,mature,105c7dad-0468-4628-a5be-2bb42c6a8ae4.h5ad,40268
423,423,13d1c580-4b17-4b2e-85c4-75b36917413f,Single cell derived mRNA signals across human kidney tumors,10.1038/s41467-021-23949-5,ea01c125-67a7-4bd3-a8b0-e1b53a011b7e,wilms,ea01c125-67a7-4bd3-a8b0-e1b53a011b7e.h5ad,4636
424,424,13d1c580-4b17-4b2e-85c4-75b36917413f,Single cell derived mRNA signals across human kidney tumors,10.1038/s41467-021-23949-5,a51c6ece-5731-4128-8c1e-5060e80c69e4,fetal,a51c6ece-5731-4128-8c1e-5060e80c69e4.h5ad,27203
425,425,6f6d381a-7701-4781-935c-db10d30de293,The integrated Human Lung Cell Atlas,10.1038/s41591-023-02327-2,066943a2-fdac-4b29-b348-40cede398e4e,An integrated cell atlas of the human lung in health and disease (core),066943a2-fdac-4b29-b348-40cede398e4e.h5ad,584944
426,426,968834a0-1895-40df-8720-666029b3bbac,Single cell RNA sequencing of follicular lymphoma,10.1158/2643-3230.BCD-21-0075,99950e99-2758-41d2-b2c9-643edcdf6d82,Single cell RNA sequencing of follicular lymphoma,99950e99-2758-41d2-b2c9-643edcdf6d82.h5ad,137147
427,427,8f126edf-5405-4731-8374-b5ce11f53e82,A blood atlas of COVID-19 defines hallmarks of disease severity and specificity,10.1016/j.cell.2022.01.012,ebc2e1ff-c8f9-466a-acf4-9d291afaf8b3,"COMBAT project: single cell gene expression data from COVID-19, sepsis and flu patient PBMCs",ebc2e1ff-c8f9-466a-acf4-9d291afaf8b3.h5ad,836148
428,428,bcb61471-2a44-4d00-a0af-ff085512674c,An atlas of healthy and injured cell states and niches in the human kidney,10.1101/2021.07.28.454201,32b9bdce-2481-4c85-ba1b-6ad5fcea844c,Single-cell RNA-seq of the Adult Human Kidney (Version 1.0),32b9bdce-2481-4c85-ba1b-6ad5fcea844c.h5ad,107344
429,429,bcb61471-2a44-4d00-a0af-ff085512674c,An atlas of healthy and injured cell states and niches in the human kidney,10.1101/2021.07.28.454201,0b75c598-0893-4216-afe8-5414cab7739d,Integrated Single-nucleus and Single-cell RNA-seq of the Adult Human Kidney,0b75c598-0893-4216-afe8-5414cab7739d.h5ad,304652
430,430,bcb61471-2a44-4d00-a0af-ff085512674c,An atlas of healthy and injured cell states and niches in the human kidney,10.1101/2021.07.28.454201,07854d9c-5375-4a9b-ac34-fa919d3c3686,Single-nucleus RNA-seq of the Adult Human Kidney (Version 1.0),07854d9c-5375-4a9b-ac34-fa919d3c3686.h5ad,172847
431,431,4f889ffc-d4bc-4748-905b-8eb9db47a2ed,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,10.1126/sciimmunol.abd1554,de2c780c-1747-40bd-9ccf-9588ec186cee,Immunophenotyping of COVID-19 and influenza highlights the role of type I interferons in development of severe COVID-19,de2c780c-1747-40bd-9ccf-9588ec186cee.h5ad,59572
432,432,fc77d2ae-247d-44d7-aa24-3f4859254c2c,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq,10.1101/2021.09.16.460628,cac02b79-9f54-4668-9235-60d3b76a4197,scRNA-seq analysis of non-ciliated epithelial cells of healthy human fallopian tubes,cac02b79-9f54-4668-9235-60d3b76a4197.h5ad,14285
433,433,fc77d2ae-247d-44d7-aa24-3f4859254c2c,Cellular heterogeneity of human fallopian tubes in normal and hydrosalpinx disease states identified by scRNA-seq,10.1101/2021.09.16.460628,c6413315-7158-46c5-a5fd-7228385694f1,scRNA-seq analysis of healthy human fallopian tubes,c6413315-7158-46c5-a5fd-7228385694f1.h5ad,59738
