organ,id,rdfs_label,name,b_type
brain,HGNC:1072,bone morphogenetic protein 5,BMP5,gene
brain,HGNC:6715,latent transforming growth factor beta binding protein 2,LTBP2,gene
brain,HGNC:11595,T-box transcription factor 18,TBX18,gene
brain,HGNC:30927,solute carrier family 6 member 20,SLC6A20,gene
brain,HGNC:2192,collagen type XV alpha 1 chain,COL15A1,gene
brain,HGNC:3770,flavin containing dimethylaniline monoxygenase 2,FMO2,gene
brain,HGNC:53007,long intergenic non-protein coding RNA 2147,LINC02147,gene
brain,HGNC:38,ATP binding cassette subfamily A member 8,ABCA8,gene
brain,HGNC:3601,fibulin 2,FBLN2,gene
brain,HGNC:2198,collagen type I alpha 2 chain,COL1A2,gene
brain,HGNC:11005,solute carrier family 2 member 1,SLC2A1,gene
brain,HGNC:19090,EBF transcription factor 2,EBF2,gene
brain,HGNC:1077,bone morphogenetic protein receptor type 1B,BMPR1B,gene
brain,HGNC:11040,solute carrier family 5 member 5,SLC5A5,gene
brain,,,RP11-354K4.2,gene
brain,HGNC:9591,prostaglandin D2 receptor,PTGDR,gene
brain,HGNC:30988,basonuclin 2,BNC2,gene
brain,HGNC:26287,maestro heat like repeat family member 9,MROH9,gene
brain,,,RP1-45C12.1,gene
brain,HGNC:16983,oligodendrocyte transcription factor 1,OLIG1,gene
brain,HGNC:612,apolipoprotein D,APOD,gene
brain,,,RP4-668E10.4,gene
brain,,,RP11-197H3.1,gene
brain,HGNC:52001,MIR3681 host gene,MIR3681HG,gene
brain,HGNC:51662,long intergenic non-protein coding RNA 1608,LINC01608,gene
brain,HGNC:4471,G protein-coupled receptor 17,GPR17,gene
brain,HGNC:974,brain enriched myelin associated protein 1,BCAS1,gene
brain,HGNC:9142,paired related homeobox 1,PRRX1,gene
brain,,,RP11-89N17.4,gene
brain,HGNC:11740,transferrin,TF,gene
brain,,,CTD-2545M3.8,gene
brain,HGNC:20707,oligodendrocytic myelin paranodal and inner loop protein,OPALIN,gene
brain,HGNC:9086,proteolipid protein 1,PLP1,gene
brain,HGNC:3432,erb-b2 receptor tyrosine kinase 4,ERBB4,gene
brain,,,AC084149.2,gene
brain,HGNC:20675,carnosine dipeptidase 1,CNDP1,gene
brain,HGNC:23319,netrin G1,NTNG1,gene
brain,HGNC:23091,solute carrier family 5 member 11,SLC5A11,gene
brain,HGNC:7189,myelin associated oligodendrocyte basic protein,MOBP,gene
brain,HGNC:14082,"anillin, actin binding protein",ANLN,gene
brain,HGNC:29268,carnosine synthase 1,CARNS1,gene
brain,HGNC:23723,cerebral endothelial cell adhesion molecule,CERCAM,gene
brain,HGNC:10044,"ribonuclease A family member 1, pancreatic",RNASE1,gene
brain,,,RP11-38B6.1,gene
brain,HGNC:2389,crystallin alpha B,CRYAB,gene
brain,HGNC:43959,papillary thyroid carcinoma susceptibility candidate 3,PTCSC3,gene
brain,HGNC:52515,long intergenic non-protein coding RNA 1727,LINC01727,gene
brain,HGNC:6482,laminin subunit alpha 2,LAMA2,gene
brain,HGNC:14864,collagen type V alpha 3 chain,COL5A3,gene
brain,HGNC:4319,GLI family zinc finger 3,GLI3,gene
brain,HGNC:27725,F11 antisense RNA 1,F11-AS1,gene
brain,HGNC:14404,ethanolamine-phosphate phospho-lyase,ETNPPL,gene
brain,HGNC:42700,OBI1 antisense RNA 1,OBI1-AS1,gene
brain,HGNC:3690,fibroblast growth factor receptor 3,FGFR3,gene
brain,HGNC:18374,heparanase 2 (inactive),HPSE2,gene
brain,HGNC:18081,WNT inhibitory factor 1,WIF1,gene
brain,HGNC:5318,tenascin C,TNC,gene
brain,HGNC:4453,glypican 5,GPC5,gene
brain,HGNC:43960,long intergenic non-protein coding RNA 609,LINC00609,gene
brain,,,RP11-134O15.3,gene
brain,HGNC:5362,inhibitor of DNA binding 3,ID3,gene
brain,HGNC:43436,long intergenic non-protein coding RNA 499,LINC00499,gene
brain,HGNC:19719,leucine rich repeat containing G protein-coupled receptor 6,LGR6,gene
brain,HGNC:27363,ITPR interacting domain containing 1,ITPRID1,gene
brain,HGNC:3180,endothelin receptor type B,EDNRB,gene
brain,HGNC:613,apolipoprotein E,APOE,gene
brain,HGNC:633,aquaporin 1 (Colton blood group),AQP1,gene
brain,HGNC:4235,glial fibrillary acidic protein,GFAP,gene
brain,,,RP11-259K15.2,gene
brain,HGNC:44915,long intergenic non-protein coding RNA 836,LINC00836,gene
brain,,,RP11-297I23.1,gene
brain,,,RP11-517I3.1,gene
brain,HGNC:37261,death domain containing 1,DTHD1,gene
brain,HGNC:8038,neurotensin,NTS,gene
brain,,,AC018717.1,gene
brain,HGNC:18651,adhesion G protein-coupled receptor D2,ADGRD2,gene
brain,HGNC:2360,cysteine rich protein 1,CRIP1,gene
brain,HGNC:1487,calcyphosine,CAPS,gene
brain,HGNC:8239,olfactory receptor family 2 subfamily B member 4 pseudogene,OR2B4P,gene
brain,,,RP11-624A4.2,gene
brain,HGNC:12261,triadin,TRDN,gene
brain,HGNC:27287,GRAM domain containing 2A,GRAMD2A,gene
brain,HGNC:28395,sphingomyelin synthase 2,SGMS2,gene
brain,,,MGC4859,gene
brain,,,AC007682.1,gene
brain,HGNC:3791,folate receptor alpha,FOLR1,gene
brain,HGNC:14344,C1q and TNF related 5,C1QTNF5,gene
brain,HGNC:43906,OTX2 antisense RNA 1 (head to head),OTX2-AS1,gene
brain,HGNC:18695,ST18 C2H2C-type zinc finger transcription factor,ST18,gene
brain,,,RP11-690J15.1,gene
brain,HGNC:8824,serpin family F member 1,SERPINF1,gene
brain,HGNC:9211,POU class 2 homeobox associating factor 1,POU2AF1,gene
brain,HGNC:356,crystallin beta-gamma domain containing 1,CRYBG1,gene
brain,,,RP11-729M20.1,gene
brain,HGNC:18083,transient receptor potential cation channel subfamily V member 4,TRPV4,gene
brain,HGNC:34,ATP binding cassette subfamily A member 4,ABCA4,gene
brain,HGNC:5196,heparan sulfate-glucosamine 3-sulfotransferase 3A1,HS3ST3A1,gene
brain,HGNC:5147,4-hydroxyphenylpyruvate dioxygenase,HPD,gene
brain,HGNC:4462,glycoprotein nmb,GPNMB,gene
brain,,,RP11-34C15.2,gene
brain,HGNC:31401,solute carrier family 9 member C1,SLC9C1,gene
brain,HGNC:16953,periostin,POSTN,gene
brain,HGNC:22128,NPSR1 antisense RNA 1,NPSR1-AS1,gene
brain,HGNC:11528,tachykinin receptor 3,TACR3,gene
brain,HGNC:41081,SGO1 antisense RNA 1,SGO1-AS1,gene
brain,HGNC:26534,FER1L6 antisense RNA 2,FER1L6-AS2,gene
brain,HGNC:43910,IFNG antisense RNA 1,IFNG-AS1,gene
brain,HGNC:9229,phospholipid phosphatase 3,PLPP3,gene
brain,HGNC:277,adrenoceptor alpha 1A,ADRA1A,gene
brain,HGNC:9682,protein tyrosine phosphatase receptor type T,PTPRT,gene
brain,HGNC:23631,neuropeptide S receptor 1,NPSR1,gene
brain,HGNC:2217,collagen type IX alpha 1 chain,COL9A1,gene
brain,,,RP11-421N8.3,gene
brain,HGNC:1663,CD36 molecule,CD36,gene
brain,,,AE000661.37,gene
brain,,,RP11-66G15.1,gene
brain,,,CTB-57H20.1,gene
brain,HGNC:24665,CD200 receptor 1 like,CD200R1L,gene
brain,HGNC:16379,tripartite motif containing 22,TRIM22,gene
brain,,,CTC-535M15.2,gene
brain,,,CTC-340A15.2,gene
brain,HGNC:3969,follicle stimulating hormone receptor,FSHR,gene
brain,,,RP11-286O1.1,gene
brain,HGNC:10256,receptor tyrosine kinase like orphan receptor 1,ROR1,gene
brain,HGNC:8076,neurexophilin 2,NXPH2,gene
brain,HGNC:13433,roundabout guidance receptor 3,ROBO3,gene
brain,,,RP11-511B7.2,gene
brain,HGNC:16067,myocardin,MYOCD,gene
brain,,,RP11-354I13.2,gene
brain,HGNC:5009,high mobility group AT-hook 2,HMGA2,gene
brain,HGNC:52844,long intergenic non-protein coding RNA 2008,LINC02008,gene
brain,HGNC:4680,guanylate cyclase activator 1C,GUCA1C,gene
brain,,,RP11-238K6.2,gene
brain,HGNC:14265,cadherin 24,CDH24,gene
brain,HGNC:5977,interleukin 15,IL15,gene
brain,HGNC:3446,ETS transcription factor ERG,ERG,gene
brain,HGNC:3009,dipeptidyl peptidase 4,DPP4,gene
brain,,,RP11-467L24.1,gene
brain,,,FAM160A1,gene
brain,HGNC:20391,sulfatase 1,SULF1,gene
brain,HGNC:53103,long intergenic non-protein coding RNA 2232,LINC02232,gene
brain,HGNC:19718,relaxin family peptide receptor 1,RXFP1,gene
brain,HGNC:10736,semaphorin 5A,SEMA5A,gene
brain,HGNC:40401,NFIA antisense RNA 2,NFIA-AS2,gene
brain,,,RP11-120L14.1,gene
brain,HGNC:52626,long intergenic non-protein coding RNA 1821,LINC01821,gene
brain,HGNC:14632,ADAMTS like 1,ADAMTSL1,gene
brain,,,AC064875.2,gene
brain,HGNC:2500,cellular communication network factor 2,CCN2,gene
brain,HGNC:9035,phospholipase A2 group IVA,PLA2G4A,gene
brain,HGNC:52467,long intergenic non-protein coding RNA 1680,LINC01680,gene
brain,,,RP4-736H5.3,gene
brain,HGNC:3179,endothelin receptor type A,EDNRA,gene
brain,,,RP11-81D17.1,gene
brain,,,CTD-2050E21.1,gene
brain,HGNC:6136,integrin subunit alpha 11,ITGA11,gene
brain,HGNC:18638,synaptotagmin 6,SYT6,gene
brain,HGNC:10727,semaphorin 3E,SEMA3E,gene
brain,,,RP11-369E15.3,gene
brain,HGNC:27823,long intergenic non-protein coding RNA 2153,LINC02153,gene
brain,HGNC:53175,long intergenic non-protein coding RNA 2263,LINC02263,gene
brain,,,AC114765.1,gene
brain,HGNC:1527,caveolin 1,CAV1,gene
brain,,,RP11-640F22.1,gene
brain,HGNC:37219,transmembrane protein 233,TMEM233,gene
brain,HGNC:14454,gamma-aminobutyric acid type A receptor subunit theta,GABRQ,gene
brain,HGNC:13600,"F-box and leucine rich repeat protein 21, pseudogene",FBXL21P,gene
brain,HGNC:48724,MSC antisense RNA 1,MSC-AS1,gene
brain,HGNC:53354,long intergenic non-protein coding RNA 2424,LINC02424,gene
brain,HGNC:48639,long intergenic non-protein coding RNA 943,LINC00943,gene
brain,HGNC:41926,long intergenic non-protein coding RNA 326,LINC00326,gene
brain,,,RP11-370K2.1,gene
brain,HGNC:12810,X inactive specific transcript,XIST,gene
brain,HGNC:2445,casein alpha s1,CSN1S1,gene
brain,HGNC:8569,proprotein convertase subtilisin/kexin type 6,PCSK6,gene
brain,HGNC:13542,ATPase phospholipid transporting 10A (putative),ATP10A,gene
brain,HGNC:6694,LDL receptor related protein 2,LRP2,gene
brain,,,RP11-622O11.6,gene
brain,,,RP4-678D15.1,gene
brain,HGNC:50507,cortexin domain containing 1,CTXND1,gene
brain,,,RP11-153I24.5,gene
brain,HGNC:4325,glucagon like peptide 2 receptor,GLP2R,gene
brain,HGNC:50645,long intergenic non-protein coding RNA 1378,LINC01378,gene
brain,HGNC:12338,transient receptor potential cation channel subfamily C member 6,TRPC6,gene
brain,HGNC:10725,semaphorin 3C,SEMA3C,gene
brain,HGNC:19739,tetratricopeptide repeat domain 6,TTC6,gene
brain,HGNC:16097,lysosomal associated membrane protein family member 5,LAMP5,gene
brain,HGNC:42024,"ankyrin repeat domain 20 family member A11, pseudogene",ANKRD20A11P,gene
brain,,,AC011288.2,gene
brain,,,RP4-809F18.1,gene
brain,HGNC:51166,long intergenic non-protein coding RNA 1500,LINC01500,gene
brain,HGNC:43558,long intergenic non-protein coding RNA 507,LINC00507,gene
brain,HGNC:30620,platelet derived growth factor D,PDGFD,gene
brain,HGNC:53225,long intergenic non-protein coding RNA 2306,LINC02306,gene
brain,,,RP11-191L9.4,gene
brain,HGNC:43559,long intergenic non-protein coding RNA 508,LINC00508,gene
brain,,,RP11-380P13.1,gene
brain,,,RP11-335E8.3,gene
brain,HGNC:50538,long intergenic non-protein coding RNA 1331,LINC01331,gene
brain,HGNC:28543,CYP1B1 antisense RNA 1,CYP1B1-AS1,gene
brain,,,RP11-632B21.2,gene
brain,,,AJ006998.2,gene
brain,HGNC:23392,coactivator associated arginine methyltransferase 1 pseudogene 1,CARM1P1,gene
brain,HGNC:2210,collagen type V alpha 2 chain,COL5A2,gene
brain,HGNC:52895,long intergenic non-protein coding RNA 2055,LINC02055,gene
brain,,,RP11-387P12.1,gene
brain,HGNC:53212,long intergenic non-protein coding RNA 2296,LINC02296,gene
brain,,,AC067959.1,gene
brain,HGNC:1686,CD53 molecule,CD53,gene
brain,HGNC:3488,"ETS proto-oncogene 1, transcription factor",ETS1,gene
brain,HGNC:10259,RAR related orphan receptor B,RORB,gene
brain,HGNC:17109,ADAM metallopeptidase with thrombospondin type 1 motif 17,ADAMTS17,gene
brain,HGNC:21694,POU class 6 homeobox 2,POU6F2,gene
brain,HGNC:12335,transient receptor potential cation channel subfamily C member 3,TRPC3,gene
brain,HGNC:12695,vasoactive intestinal peptide receptor 2,VIPR2,gene
brain,,,RP11-484I6.9,gene
brain,HGNC:22989,collagen type XXII alpha 1 chain,COL22A1,gene
brain,,,RP11-197K6.1,gene
brain,,,CTD-2058B24.2,gene
brain,,,RP11-404H1.1,gene
brain,,,RP11-114G22.1,gene
brain,HGNC:53062,long intergenic non-protein coding RNA 2196,LINC02196,gene
brain,,,AC005150.1,gene
brain,,,CTD-2195H9.1,gene
brain,,,RP11-320L2.1,gene
brain,,,RP11-79E3.2,gene
brain,HGNC:27405,nephronectin,NPNT,gene
brain,HGNC:19179,CKLF like MARVEL transmembrane domain containing 8,CMTM8,gene
brain,,,RP11-537P24.1,gene
brain,HGNC:27683,ALK and LTK ligand 2,ALKAL2,gene
brain,HGNC:53108,long intergenic non-protein coding RNA 2237,LINC02237,gene
brain,HGNC:17108,ADAM metallopeptidase with thrombospondin type 1 motif 16,ADAMTS16,gene
brain,HGNC:1544,cerebellin 2 precursor,CBLN2,gene
brain,HGNC:13741,syntrophin gamma 2,SNTG2,gene
brain,HGNC:12769,cellular communication network factor 4,CCN4,gene
brain,HGNC:26076,mitochondrial calcium uniporter dominant negative subunit beta,MCUB,gene
brain,HGNC:219,ADAM metallopeptidase with thrombospondin type 1 motif 3,ADAMTS3,gene
brain,HGNC:42500,long intergenic non-protein coding RNA 343,LINC00343,gene
brain,HGNC:29109,"thymocyte expressed, positive selection associated 1",TESPA1,gene
brain,,,CTD-2050E21.2,gene
brain,,,RP11-81F8.1,gene
brain,HGNC:14217,serine/threonine kinase 32B,STK32B,gene
brain,HGNC:14940,protein phosphatase 1 regulatory inhibitor subunit 1C,PPP1R1C,gene
brain,HGNC:18549,dendrocyte expressed seven transmembrane protein,DCSTAMP,gene
brain,HGNC:9595,prostaglandin E receptor 3,PTGER3,gene
brain,,,RP11-412K20.1,gene
brain,,,RP11-33A14.1,gene
brain,HGNC:21063,monooxygenase DBH like 1,MOXD1,gene
brain,,,RP11-799O21.2,gene
brain,,,RP11-63G10.4,gene
brain,HGNC:11764,thyroglobulin,TG,gene
brain,HGNC:6483,laminin subunit alpha 3,LAMA3,gene
brain,HGNC:28020,WD repeat domain 86,WDR86,gene
brain,HGNC:4525,neuropeptide FF receptor 2,NPFFR2,gene
brain,HGNC:16709,calcitonin receptor like receptor,CALCRL,gene
brain,HGNC:29399,pleckstrin homology and RhoGEF domain containing G4B,PLEKHG4B,gene
brain,HGNC:13361,matrix extracellular phosphoglycoprotein,MEPE,gene
brain,HGNC:30367,S100 calcium binding protein Z,S100Z,gene
brain,HGNC:29426,collagen and calcium binding EGF domains 1,CCBE1,gene
brain,,,AC004862.6,gene
brain,HGNC:51128,long intergenic non-protein coding RNA 1482,LINC01482,gene
brain,HGNC:54138,long intergenic non-protein coding RNA 2653,LINC02653,gene
brain,HGNC:52704,long intergenic non-protein coding RNA 1885,LINC01885,gene
brain,HGNC:54272,long intergenic non-protein coding RNA 2752,LINC02752,gene
brain,,,RP11-60A8.1,gene
brain,HGNC:26563,chromosome 10 open reading frame 90,C10orf90,gene
brain,HGNC:1183,anoctamin 2,ANO2,gene
brain,HGNC:13010,teashirt zinc finger homeobox 2,TSHZ2,gene
brain,HGNC:48603,SWI/SNF complex antagonist associated with prostate cancer 1,SCHLAP1,gene
brain,HGNC:2705,decorin,DCN,gene
brain,HGNC:6140,integrin subunit alpha 4,ITGA4,gene
brain,HGNC:4565,growth factor receptor bound protein 14,GRB14,gene
brain,HGNC:52695,long intergenic non-protein coding RNA 1876,LINC01876,gene
brain,HGNC:2358,corticotropin releasing hormone receptor 2,CRHR2,gene
brain,,,RP11-370B11.4,gene
brain,,,AC092684.1,gene
brain,,,RP11-418J17.3,gene
brain,HGNC:53147,long intergenic non-protein coding RNA 2248,LINC02248,gene
brain,HGNC:25396,FRAS1 related extracellular matrix 2,FREM2,gene
brain,HGNC:23571,cordon-bleu WH2 repeat protein like 1,COBLL1,gene
brain,,,RP11-719N9.1,gene
brain,HGNC:20821,collagen type XXIV alpha 1 chain,COL24A1,gene
brain,,,AC004538.3,gene
brain,HGNC:11963,basic helix-loop-helix family member e22,BHLHE22,gene
brain,,,RP11-142C4.6,gene
brain,HGNC:20303,solute carrier family 30 member 8,SLC30A8,gene
brain,HGNC:21184,fibronectin type III domain containing 1,FNDC1,gene
brain,,,RP11-167H9.4,gene
brain,HGNC:14638,ATP binding cassette subfamily A member 13,ABCA13,gene
brain,HGNC:49076,cancer susceptibility 6,CASC6,gene
brain,HGNC:2654,cellular communication network factor 1,CCN1,gene
brain,HGNC:4893,hepatocyte growth factor,HGF,gene
brain,HGNC:1514,calcium sensing receptor,CASR,gene
brain,HGNC:16941,"secretagogin, EF-hand calcium binding protein",SCGN,gene
brain,HGNC:25588,solute carrier family 47 member 1,SLC47A1,gene
brain,HGNC:45056,X active specific transcript,XACT,gene
brain,HGNC:14866,hedgehog interacting protein,HHIP,gene
brain,HGNC:24961,HOP homeobox,HOPX,gene
brain,HGNC:10327,ribosomal protein L26,RPL26,gene
brain,,,C9orf16,gene
brain,HGNC:21555,eyes shut homolog,EYS,gene
brain,,,bP-21201H5.1,gene
brain,HGNC:1955,cholinergic receptor nicotinic alpha 1 subunit,CHRNA1,gene
brain,HGNC:32411,scavenger receptor family member expressed on T cells 1,SCART1,gene
brain,,,RP11-217C7.1,gene
brain,,,RP11-484N11.1,gene
brain,,,RP11-287J11.1,gene
brain,,,CTD-2215L10.1,gene
brain,HGNC:3126,EBF transcription factor 1,EBF1,gene
brain,,,AC002066.1,gene
brain,HGNC:3023,dopamine receptor D2,DRD2,gene
brain,HGNC:7154,membrane metalloendopeptidase,MME,gene
brain,HGNC:8831,proenkephalin,PENK,gene
brain,HGNC:26299,SH3 domain containing ring finger 2,SH3RF2,gene
brain,,,RP1-71H24.1,gene
brain,HGNC:52997,long intergenic non-protein coding RNA 2137,LINC02137,gene
brain,HGNC:3020,dopamine receptor D1,DRD1,gene
brain,,,RP11-358P11.1,gene
brain,HGNC:54353,long intergenic non-protein coding RNA 2822,LINC02822,gene
brain,HGNC:9679,protein tyrosine phosphatase receptor type Q,PTPRQ,gene
brain,,,RP5-1180C18.1,gene
brain,HGNC:43643,long intergenic non-protein coding RNA 534,LINC00534,gene
brain,HGNC:49260,long intergenic non-protein coding RNA 1117,LINC01117,gene
brain,HGNC:11353,SH3 and cysteine rich domain,STAC,gene
brain,,,RP11-829H16.3,gene
brain,,,RP11-875G18.1,gene
brain,HGNC:3520,EYA transcriptional coactivator and phosphatase 2,EYA2,gene
brain,,,RP11-97F8.2,gene
brain,HGNC:32696,doublecortin domain containing 2C,DCDC2C,gene
brain,HGNC:3024,dopamine receptor D3,DRD3,gene
brain,,,RP11-142I20.2,gene
brain,HGNC:6132,ISL LIM homeobox 1,ISL1,gene
brain,HGNC:10640,C-X-C motif chemokine ligand 14,CXCL14,gene
brain,HGNC:13875,forkhead box P2,FOXP2,gene
brain,HGNC:23729,mohawk homeobox,MKX,gene
brain,,,RP11-111G13.1,gene
brain,HGNC:4243,GDNF family receptor alpha 1,GFRA1,gene
brain,HGNC:11517,tachykinin precursor 1,TAC1,gene
brain,HGNC:11526,tachykinin receptor 1,TACR1,gene
brain,HGNC:427,ALK receptor tyrosine kinase,ALK,gene
brain,HGNC:26002,castor zinc finger 1,CASZ1,gene
brain,HGNC:8139,one cut homeobox 2,ONECUT2,gene
brain,HGNC:7000,Meis homeobox 1,MEIS1,gene
brain,,,RP11-154H17.1,gene
brain,HGNC:1409,calcium voltage-gated channel auxiliary subunit gamma 5,CACNG5,gene
brain,HGNC:9609,parathyroid hormone 2 receptor,PTH2R,gene
brain,HGNC:10669,teashirt zinc finger homeobox 1,TSHZ1,gene
brain,HGNC:5184,histamine receptor H3,HRH3,gene
brain,HGNC:26683,lamin tail domain containing 1,LMNTD1,gene
brain,HGNC:15813,protocadherin 11 Y-linked,PCDH11Y,gene
brain,HGNC:11843,tolloid like 1,TLL1,gene
brain,HGNC:37203,von Willebrand factor C domain containing 2 like,VWC2L,gene
brain,HGNC:1954,cholinergic receptor muscarinic 5,CHRM5,gene
brain,HGNC:29,ATP binding cassette subfamily A member 1,ABCA1,gene
brain,HGNC:38408,"zinc finger protein 736 pseudogene 9, Y-linked",ZNF736P9Y,gene
brain,HGNC:16018,calcium dependent secretion activator 2,CADPS2,gene
brain,HGNC:8656,protocadherin 11 X-linked,PCDH11X,gene
brain,,,AC133680.1,gene
brain,HGNC:8620,paired box 6,PAX6,gene
brain,HGNC:9446,prolactin receptor,PRLR,gene
brain,HGNC:7955,neuropeptide Y,NPY,gene
brain,HGNC:7872,nitric oxide synthase 1,NOS1,gene
brain,HGNC:26373,protogenin,PRTG,gene
brain,HGNC:7603,myosin VB,MYO5B,gene
brain,HGNC:983,butyrylcholinesterase,BCHE,gene
brain,HGNC:5997,interleukin 1 receptor accessory protein like 2,IL1RAPL2,gene
brain,HGNC:26270,piezo type mechanosensitive ion channel component 2,PIEZO2,gene
brain,,,RP11-656G20.1,gene
brain,HGNC:3604,fibrillin 2,FBN2,gene
brain,HGNC:21591,TAFA chemokine like family member 4,TAFA4,gene
brain,HGNC:19266,synaptotagmin 10,SYT10,gene
brain,HGNC:1073,bone morphogenetic protein 6,BMP6,gene
brain,HGNC:16421,SRY-box transcription factor 6,SOX6,gene
brain,HGNC:24165,ankyrin repeat domain 30B,ANKRD30B,gene
brain,HGNC:1434,calbindin 1,CALB1,gene
brain,HGNC:3522,EYA transcriptional coactivator and phosphatase 4,EYA4,gene
brain,,,CTD-2533K21.4,gene
brain,HGNC:11521,tachykinin precursor 3,TAC3,gene
brain,HGNC:16231,cerebellin 4 precursor,CBLN4,gene
brain,HGNC:11329,somatostatin,SST,gene
brain,HGNC:6776,MAF bZIP transcription factor,MAF,gene
brain,HGNC:3166,lysophosphatidic acid receptor 1,LPAR1,gene
brain,,,CTD-2288O8.3,gene
brain,HGNC:20754,transient receptor potential cation channel subfamily C member 7,TRPC7,gene
brain,HGNC:20866,R-spondin 3,RSPO3,gene
brain,HGNC:10723,semaphorin 3A,SEMA3A,gene
brain,HGNC:9454,prominin 1,PROM1,gene
brain,HGNC:13841,adhesion G protein-coupled receptor G6,ADGRG6,gene
brain,HGNC:42435,ADAMTS9 antisense RNA 2,ADAMTS9-AS2,gene
brain,HGNC:9957,reelin,RELN,gene
brain,,,ABC10-43608400O15.1,gene
brain,HGNC:2464,versican,VCAN,gene
brain,HGNC:17178,ADAM metallopeptidase with thrombospondin type 1 motif 20,ADAMTS20,gene
brain,HGNC:7894,neuronal PAS domain protein 1,NPAS1,gene
brain,HGNC:7549,myosin binding protein C1,MYBPC1,gene
brain,HGNC:18351,shisa family member 8,SHISA8,gene
brain,,,RGS5_ENSG00000143248,gene
brain,HGNC:16267,Wnt family member 16,WNT16,gene
brain,HGNC:8614,pro-apoptotic WT1 regulator,PAWR,gene
brain,HGNC:6211,anosmin 1,ANOS1,gene
brain,,,BTBD11,gene
brain,HGNC:6111,IQ motif containing GTPase activating protein 2,IQGAP2,gene
brain,HGNC:9704,parvalbumin,PVALB,gene
brain,HGNC:29213,cell migration inducing hyaluronidase 1,CEMIP,gene
brain,,,RP1-35C21.2,gene
brain,HGNC:2355,corticotropin releasing hormone,CRH,gene
brain,HGNC:9607,parathyroid hormone like hormone,PTHLH,gene
brain,HGNC:24182,complement C1q like 1,C1QL1,gene
brain,HGNC:12568,unc-5 netrin receptor B,UNC5B,gene
brain,HGNC:4587,glutamate ionotropic receptor NMDA type subunit 2C,GRIN2C,gene
brain,HGNC:2731,discoidin domain receptor tyrosine kinase 2,DDR2,gene
brain,HGNC:7029,"MET proto-oncogene, receptor tyrosine kinase",MET,gene
brain,HGNC:19898,carbohydrate sulfotransferase 9,CHST9,gene
brain,HGNC:16938,interferon induced protein 44,IFI44,gene
brain,HGNC:16213,isthmin 1,ISM1,gene
brain,HGNC:22950,"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2",PREX2,gene
brain,HGNC:676,Rho GTPase activating protein 6,ARHGAP6,gene
brain,HGNC:10776,secreted frizzled related protein 1,SFRP1,gene
brain,,,RP11-563D10.1,gene
brain,,,CTC-806A22.1,gene
brain,HGNC:1373,carbonic anhydrase 2,CA2,gene
brain,HGNC:12693,vasoactive intestinal peptide,VIP,gene
brain,HGNC:15985,"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1",SVEP1,gene
brain,HGNC:1960,cholinergic receptor nicotinic alpha 7 subunit,CHRNA7,gene
brain,,,CTD-2008L17.2,gene
brain,HGNC:5297,5-hydroxytryptamine receptor 3A,HTR3A,gene
brain,HGNC:15478,ADAM metallopeptidase domain 33,ADAM33,gene
brain,,,CTC-367F4.1,gene
brain,HGNC:14268,protocadherin 18,PCDH18,gene
brain,HGNC:7843,neuromedin B receptor,NMBR,gene
brain,HGNC:26256,neuron derived neurotrophic factor,NDNF,gene
brain,HGNC:7569,myosin heavy chain 11,MYH11,gene
brain,HGNC:10257,receptor tyrosine kinase like orphan receptor 2,ROR2,gene
brain,,,AJ006995.3,gene
brain,HGNC:3763,fms related receptor tyrosine kinase 1,FLT1,gene
brain,HGNC:1951,cholinergic receptor muscarinic 2,CHRM2,gene
brain,HGNC:7945,natriuretic peptide receptor 3,NPR3,gene
brain,HGNC:17265,ABI family member 3 binding protein,ABI3BP,gene
brain,HGNC:10479,retinoid X receptor gamma,RXRG,gene
brain,HGNC:28751,LY6/PLAUR domain containing 6,LYPD6,gene
brain,HGNC:9921,retinol binding protein 3,RBP3,gene
brain,HGNC:11051,solute carrier family 6 member 5,SLC6A5,gene
brain,HGNC:28867,insulin like growth factor 2 mRNA binding protein 2,IGF2BP2,gene
brain,HGNC:16438,solute carrier family 4 member 11,SLC4A11,gene
brain,HGNC:10449,ras responsive element binding protein 1,RREB1,gene
brain,HGNC:24330,complexin 4,CPLX4,gene
brain,,,RP11-265I24.1,gene
brain,,,RP11-274H24.2,gene
brain,HGNC:11743,transcription factor AP-2 beta,TFAP2B,gene
brain,HGNC:8029,netrin 1,NTN1,gene
brain,HGNC:53587,long intergenic non-protein coding RNA 2552,LINC02552,gene
brain,HGNC:33609,membrane associated ring-CH-type finger 11,MARCHF11,gene
