source_id,source_rdfs_label,source_name,source_type,relationship,target_id,target_rdfs_label,target_name,target_type
HGNC:11530,tumor associated calcium signal transducer 2,TACSTD2,B,characterizes,CL:1001107,kidney loop of Henle thin ascending limb epithelial cell,Ascending Thin Limb Cell,CT
CL:0000669,pericyte cell,pericyte,CT,located_in,UBERON:0003329,submucosa of anal canal,submucosa,AS
CL:0000540,neuron,neuron,CT,located_in,FMA:82674,nerve to depressor supercilii,nerve to depressor supercilii,AS
CL:0000188,cell of skeletal muscle,skeletal muscle cell,CT,located_in,,,longitudinal pharyngeal muscle,AS
HGNC:10726,semaphorin 3D,SEMA3D,B,characterizes,,Splat_396 Splatter Neuron of brain,Splat_396,CT
,,CD90,B,characterizes,,,fibroblast-mesenchymal cell,CT
HGNC:24665,CD200 receptor 1 like,CD200R1L,B,characterizes,,DLNP_91 Deep-layer near-projecting Neuron of gray matter of forebrain,DLNP_91,CT
,Epen_65 Ependymal Non-neuron of brain,Epen_65,CT,located_in,UBERON:0000955,brain,brain,AS
CL:0000540,neuron,neuron,CT,located_in,FMA:80157,nerve to gracilis,nerve to gracilis,AS
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,,,transverse nasal root vein,AS
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,FMA:9413,Subsegmental pulmonary vein,subsegmental pulmonary vein,AS
CL:1000413,endothelial cell of artery,endothelial cell of artery,CT,located_in,UBERON:0001356,medial circumflex femoral artery,medial circumflex femoral artery,AS
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,UBERON:0001590,pericardiacophrenic vein,pericardiacophrenic vein,AS
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,UBERON:0012173,middle suprarenal artery,middle suprarenal artery,AS
CL:0001035,bone cell,bone cell,CT,located_in,,,vertebral foramen of third thoracic vertebra,AS
,Splat_432 Splatter Neuron of brain,Splat_432,CT,located_in,UBERON:0000955,brain,brain,AS
CL:0000359,vascular associated smooth muscle cell,vascular smooth muscle cell,CT,located_in,FMA:8640,Inferior lingular artery,inferior lingular segmental artery of left lung,AS
HGNC:10044,"ribonuclease A family member 1, pancreatic",RNASE1,B,characterizes,,Oligo_46 Oligodendrocyte Non-neuron of brain,Oligo_46,CT
HGNC:31700,zinc finger and BTB domain containing 7C,ZBTB7C,B,characterizes,,Splat_424 Splatter Neuron of gray matter of forebrain,Splat_424,CT
,Splat_382 Splatter Neuron of brain,Splat_382,CT,is_a,CL:0000540,neuron,neuron,CT
LOC101927843,,LOC101927843,B,characterizes,PCL:0015052,Inh L1-2 SST PRRT4 primary motor cortex GABAergic interneuron (Hsap),Inh L1-2 SST PRRT4,CT
HGNC:1628,CD14 molecule,CD14,B,characterizes,CL:1000695,kidney interstitial alternatively activated macrophage,M2-Macrophage,CT
HGNC:7976,nuclear receptor subfamily 2 group F member 2,NR2F2,B,characterizes,CL:4033008,vein endothelial cell of respiratory system,vein endothelial cell of respiratory system,CT
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,FMA:49644,Occipital branch of posterior auricular artery,occipital branch of posterior auricular artery,AS
HGNC:9604,COX-1,PTGS1,B,characterizes,CL:0019032,intestinal tuft cell,tuft cell,CT
HGNC:1678,CD4,CD4,B,characterizes,CL:0002059,CD8alpha-positive thymic conventional dendritic cell,conventional dendritic cell 1,CT
,Splat_350 Splatter Neuron of medulla oblongata,Splat_350,CT,is_a,CL:0000540,neuron,neuron,CT
HGNC:51662,long intergenic non-protein coding RNA 1608,LINC01608,B,characterizes,,COP_42 Committed oligodendrocyte precursor Non-neuron of thalamus,COP_42,CT
HGNC:7154,MME,MME,B,characterizes,CL:0009081,specified double negative thymocyte,double negative thymocyte 2,CT
UBERON:0001821,sebaceous gland,Sebaceous glands,AS,part_of,UBERON:0002067,dermis,Dermis,AS
HGNC:17265,ABI family member 3 binding protein,ABI3BP,B,characterizes,PCL:0015031,Inh L5-6 VIP COL4A3 primary motor cortex GABAergic interneuron (Hsap),Inh L5-6 VIP COL4A3,CT
CL:0000188,cell of skeletal muscle,skeletal muscle cell,CT,located_in,,,ceratoglossus of hyoglossus muscle,AS
HGNC:2197,collagen type I alpha 1 chain,COL1A1,B,characterizes,CL:1000691,kidney interstitial myofibroblast,Myofibroblast,CT
HGNC:1434,calbindin 1,CALB1,B,characterizes,,MGE_243 MGE interneuron Neuron of cerebral cortex,MGE_243,CT
,,base of first proximal phalanx of foot,AS,part_of,UBERON:0004332,proximal phalanx of pedal digit 1,proximal phalanx of digit of foot 1,AS
HGNC:17360,,LRIG1,B,characterizes,CL:0009016,intestinal crypt stem cell of large intestine,epithelial stem cell,CT
CL:0000897,"CD4-positive, alpha-beta memory T cell",CD4+ Memory T Cell,CT,located_in,UBERON:0001960,periarterial lymphatic sheath,Periarteriolar Lymphoid Sheath (PALS),AS
HGNC:3318,E74 like ETS transcription factor 3,ELF3,B,characterizes,CL:0017000,pulmonary ionocyte,pulmonary ionocyte,CT
CL:0000359,vascular associated smooth muscle cell,vascular smooth muscle cell,CT,located_in,FMA:4183,Anterior radicular branch of posterior intercostal artery,artery of Adamkiewicz,AS
UBERON:0001306,cumulus oophorus,cumulus oophorus,AS,part_of,,,cumulus oophorus oocyte complex,AS
HGNC:11922,CD27,CD27,B,characterizes,CL:0000844,germinal center B cell,Germinal Center B Cell,CT
CL:0000359,vascular associated smooth muscle cell,vascular smooth muscle cell,CT,located_in,UBERON:0001196,middle colic artery,middle colic artery,AS
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,FMA:15393,Superior rectal vein,superior rectal vein,AS
,,inferior olive,AS,part_of,UBERON:0024151,tegmentum,tegmentum of the medulla,AS
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,UBERON:0008783,dorsal venous arch,dorsal venous arch of foot,AS
CL:0000359,vascular associated smooth muscle cell,vascular smooth muscle cell,CT,located_in,FMA:49660,Anterior auricular branch of superficial temporal artery,anterior auricular branch of superficial temporal artery,AS
CL:0000188,cell of skeletal muscle,skeletal muscle cell,CT,located_in,,,lumbrical of hand muscle,AS
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,,,lateral proper palmar digital artery of second digit of hand,AS
HGNC:18628,STAB1,STAB1,B,characterizes,CL:0000882,thymic medullary macrophage,macrophage,CT
HGNC:10527,spalt like transcription factor 3,SALL3,B,characterizes,CL:1000849,kidney distal convoluted tubule epithelial cell,Distal Convoluted Tubule Cell,CT
,,transverse foramen of seventh cervical vertebra,AS,part_of,UBERON:0004616,mammalian cervical vertebra 7,cervical vertebra 7,AS
HGNC:53225,long intergenic non-protein coding RNA 2306,LINC02306,B,characterizes,,ULIT_123 Upper-layer intratelencephalic Neuron of cerebral cortex,ULIT_123,CT
UBERON:0006198,dorsal intercostal artery,supreme intercostal artery,AS,part_of,UBERON:0004688,costo-cervical trunk,costocervical trunk,AS
CL:1000223,lung neuroendocrine cell,lung neuroendocrine cell,CT,located_in,UBERON:0001901,epithelium of trachea,tracheal epithelium,AS
HGNC:3372,eomes,eomes,B,characterizes,,,TBet low Liver NK cell,CT
UBERON:0001389,soleus muscle,soleus muscle,AS,part_of,,,posterior compartment of leg muscle,AS
HGNC:8823,,CD31,B,characterizes,CL:0002144,capillary endothelial cell,capillary endothelium,CT
HGNC:1674,CD3E,CD3,B,characterizes,CL:0000990,conventional dendritic cell,dendritic cell type 1 (DC1),CT
CL:0000604,retinal rod cell,retinal rod cell,CT,is_a,CL:0000540,neuron,Neuron,CT
UBERON:0004628,thoracic vertebra 3,thoracic vertebra 3,AS,part_of,UBERON:0002347,thoracic vertebra,thoracic vertebra,AS
,,superior articular process of fourth thoracic vertebra,AS,part_of,UBERON:0004629,thoracic vertebra 4,thoracic vertebra 4,AS
HGNC:25396,FRAS1 related extracellular matrix 2,FREM2,B,characterizes,,CA4_190 Hippocampal CA4 Neuron of hippocampal gyrus (formation),CA4_190,CT
HGNC:10941,solute carrier family 1 member 3,SLC1A3,B,characterizes,CL:0000636,Mueller cell,Muller glia,CT
UBERON:0004324,middle phalanx of pedal digit 2,middle phalanx of digit of foot 2,AS,part_of,UBERON:0005899,pes bone,foot bone,AS
HGNC:1631,,CD163,B,characterizes,CL:0000235,macrophage,macrophage,CT
HGNC:1706,,CD8A,B,characterizes,,,mature CD8 T cell,CT
HGNC:990,BCL2,BCL2,B,characterizes,CL:0009112,centroblast,Centroblast,CT
UBERON:0009984,medial condyle of femur,medial condyle of femur,AS,part_of,UBERON:0000981,femur,femur,AS
,Thex_372 Thalamic excitatory Neuron of brain,Thex_372,CT,is_a,CL:4023068,thalamic excitatory neuron,thalamic excitatory neuron,CT
PCL:0015082,Exc L3 THEMIS ENPEP primary motor cortex glutamatergic neuron (Hsap),Exc L3 THEMIS ENPEP,CT,located_in,UBERON:0001384,Primary motor cortex,Primary motor cortex,AS
HGNC:11241,SPI1,SPI1,B,characterizes,CL:0002425,early T lineage precursor,early thymic progenitor,CT
,MSN_427 Medium spiny neuron Neuron of brain,MSN_427,CT,is_a,CL:1001474,medium spiny neuron,medium spiny neuron,CT
,,Chromogranin,B,characterizes,CL:0000163,endocrine cell,endocrine,CT
CL:0000057,fibroblast,fibroblast,CT,located_in,UBERON:0012187,frontal artery,supratrochlear artery,AS
CL:2000067,cardiac atrium fibroblast,fibroblast,CT,located_in,FMA:83532,Myocardium of left atrium,myocardium,AS
CL:0000540,neuron,neuron,CT,located_in,FMA:8792,posterior ramus of third cervical nerve,dorsal ramus of third cervical spinal nerve,AS
HGNC:1653,CD28,CD28,B,characterizes,CL:0009068,CD8aa(I) thymocyte,CD8aa(I) thymocyte,CT
HGNC:3126,EBF transcription factor 1,EBF1,B,characterizes,,Splat_381 Splatter Neuron of brain,Splat_381,CT
UBERON:0004609,rib 10,rib 10,AS,part_of,,,costal region bone,AS
CL:0000540,neuron,neuron,CT,located_in,FMA:7065,anterior ramus of first lumbar nerve,ventral ramus of first lumbar spinal nerve,AS
CL:0000097,mast cell ,mast cell,CT,located_in,FMA:83539,Myocardium of interventricular septum,myocardium,AS
HGNC:4826,HBM,HBM,B,characterizes,CL:0000764,erythroid lineage cell,erythroid,CT
HGNC:3619,FCGR3A,CD16,B,characterizes,CL:0001058,"plasmacytoid dendritic cell, human",Plasmacytoid Dendritic Cell (pDC),CT
CL:0001035,bone cell,bone cell,CT,located_in,,,shaft of humerus,AS
CL:1000477,cardiac pacemaker cell of sinoatrial node,pacemaker cell,CT,located_in,UBERON:0002351,sinoatrial node,sinoatrial node,AS
UBERON:0010132,gastroduodenal artery,gastroduodenal artery,AS,part_of,UBERON:0005436,common hepatic artery,common hepatic artery,AS
CL:0000786,plasma cell,Plasma Cell,CT,located_in,UBERON:0001251,Marginal Zone of Spleen,Superficial Zone,AS
CL:0001035,bone cell,bone cell,CT,located_in,,,shaft of third middle phalanx of hand,AS
LOC401134,,LOC401134,B,characterizes,PCL:0015092,Exc L5 RORB MED8 primary motor cortex glutamatergic neuron (Hsap),Exc L5 RORB MED8,CT
,CGE_281 CGE interneuron Neuron of gray matter of forebrain,CGE_281,CT,located_in,UBERON:0019264,gray matter of forebrain,gray matter of forebrain,AS
CL:0000540,neuron,Dorsal Excitatory Neuron 1,CT,located_in,UBERON:0014638,lumbar spinal cord dorsal horn,lumbar spinal cord dorsal horn,AS
,URL_309 Upper rhombic lip Neuron of gray matter of hindbrain,URL_309,CT,is_a,,,upper rhombic lip neuron,CT
HGNC:6015,interleukin 4 receptor,IL4R,B,characterizes,CL:0001087,"effector memory CD4-positive, alpha-beta T cell, terminally differentiated",CD4 T cell effector memory CD45RA,CT
,,hippocampal gyrus (formation),AS,part_of,UBERON:0002600,limbic lobe,limbic lobe,AS
UBERON:0007150,superior thyroid artery,superior thyroid artery,AS,part_of,UBERON:0001070,external carotid artery,external carotid artery,AS
CL:0000540,neuron,neuron,CT,located_in,FMA:21885,inferior rectal branch to anal canal,inferior rectal branch to anal canal,AS
HGNC:7809,NGFR,CD271,B,characterizes,CL:0000499,stromal cell,Splenic Stromal Cell (non-FRC/non-FDC),CT
HGNC:7315,MS4A1,CD20,B,characterizes,CL:0000787,memory B cell,Memory-Like B Cell,CT
CL:0000540,neuron,neuron,CT,located_in,FMA:81258,nerve to latissimus dorsi,branch of thoracodorsal nerve to latissimus dorsi,AS
,,non-articular facet of tubercle of eighth rib,AS,part_of,UBERON:0010757,rib 8,rib 8,AS
UBERON:0001899,epithalamus,epithalamus,AS,part_of,,,thalamus,AS
UBERON:0014620,cervical spinal cord dorsal horn,cervical spinal cord dorsal horn,AS,part_of,UBERON:0014613,cervical spinal cord gray matter,cervical spinal cord gray matter,AS
CL:0002543,vein endothelial cell,endothelial cell of vein,CT,located_in,UBERON:0001142,left renal vein,left renal vein,AS
CL:0000359,vascular associated smooth muscle cell,vascular smooth muscle cell,CT,located_in,,,dorsal branch of medial proper palmar digital artery of second digit of hand,AS
HGNC:12253,T cell receptor delta constant,TRDC,B,characterizes,CL:0000938,"CD16-negative, CD56-bright natural killer cell, human",CD56 bright Natural killer,CT
UBERON:0001610,lingual artery,lingual artery,AS,part_of,UBERON:0001070,external carotid artery,external carotid artery,AS
,,tubercle of seventh rib,AS,part_of,UBERON:0004607,rib 7,rib 7,AS
HGNC:11132,synaptosome associated protein 25,SNAP25,B,characterizes,CL:0000100,motor neuron,motor neuron,CT
CL:1000413,endothelial cell of artery,endothelial cell of artery,CT,located_in,FMA:20701,Trunk of pubic part of inferior epigastric artery,pubic branch of inferior epigastric artery,AS
,,superior belly of omohyoid muscle,AS,part_of,UBERON:0001108,omohyoid muscle,omohyoid muscle,AS
HGNC:4712,GZMM,GZMM,B,characterizes,CL:0000914,immature NKT cell,immature NKT cell,CT
HGNC:1434,calbindin 1,CALB1,B,characterizes,CL:1000849,kidney distal convoluted tubule epithelial cell,Distal Convoluted Tubule Cell,CT
HGNC:1662,CD34,CD34+,B,characterizes,CL:0002543,vein endothelial cell,Blood Endothelial Cells,CT
HGNC:20412,,keratin 20,B,characterizes,CL:0000242,Merkel cell,Merkel,CT
PCL:0015025,Inh L1-3 VIP CHRNA2 primary motor cortex GABAergic interneuron (Hsap),Inh L1-3 VIP CHRNA2,CT,located_in,UBERON:0001384,Primary motor cortex,Primary motor cortex,AS
CL:2000053,splenic endothelial cell,Splenic endothelial cell,CT,located_in,UBERON:0010399,Spleen Trabecular Artery,Spleen Trabecular Artery,AS
UBERON:0016405,pulmonary capillary,pulmonary capillary,AS,part_of,UBERON:0002299,alveolus of lung,alveolus of lung on respiratory bronchiole,AS
,DLNP_83 Deep-layer near-projecting Neuron of cerebral cortex,DLNP_83,CT,is_a,CL:4023012,near-projecting glutamatergic cortical neuron,near-projecting glutamatergic cortical neuron,CT
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,FMA:44033,Perforating branch of fibular artery,perforating branch of fibular artery,AS
CL:1000413,endothelial cell of artery,endothelial cell of artery,CT,located_in,,,meandering mesenteric artery,AS
CL:0000540,neuron,neuron,CT,located_in,FMA:65333,lateral muscular branch of radial nerve to brachialis,lateral muscular branch of radial nerve to brachialis,AS
FMA:53103,masseteric nerve,masseteric nerve,AS,part_of,UBERON:0000375,mandibular nerve,mandibular nerve,AS
UBERON:0003335,serosa,serosa,AS,part_of,UBERON:0001159,sigmoid colon,sigmoid colon,AS
HGNC:3349,"ENG, endoglin",CD105,B,characterizes,CL:0000071,blood vessel endothelial cell,Blood Vessel Endothelial Cell,CT
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,FMA:70929,Set of pancreatic veins,pancreatic vein,AS
CL:0000523,cytotrophoblast,cytotrophoblast (CTB),CT,located_in,UBERON:0000088,trophoblast,chorionic ectoderm (from chorion membrane),AS
CL:0000359,vascular associated smooth muscle cell,vascular smooth muscle cell,CT,located_in,FMA:22763,Arteria radialis indicis,radialis indicis artery,AS
HGNC:20660,tetraspanin 18,TSPAN18,B,characterizes,,Splat_349 Splatter Neuron of medulla oblongata,Splat_349,CT
,,CD3,B,characterizes,,,CD8+ T,CT
FMA:81171,nerve proper to obturator internus,nerve proper to obturator internus,AS,part_of,FMA:81170,branch of nerve to obturator internus,branch of sacral nerve plexus to obturator internus,AS
CL:0002543,vein endothelial cell,endothelial cell of vein,CT,located_in,FMA:50898,Supratrochlear vein,supratrochlear vein,AS
HGNC:7228,MRC1,CD206,B,characterizes,,,Splenic Littoral Cell,CT
CL:0001050,"effector CD8-positive, alpha-beta T cell",CD8 T cell effector memory,CT,located_in,UBERON:0000178,Blood,Blood,AS
HGNC:1748,cadherin 1,E-cadherin,B,characterizes,CL:0000575,corneal epithelial cell,corneal epithelial cell,CT
HGNC:1472,,CAMP,B,characterizes,CL:0002193,myelocyte,myelocyte,CT
HGNC:2479,,CST7,B,characterizes,CL:0000938,"CD16-negative, CD56-bright natural killer cell",CD56 bright Natural Killer,CT
FMA:20566,penile root branch of ilioinguinal nerve,penile root branch of ilioinguinal nerve,AS,part_of,FMA:16483,ilioinguinal nerve,ilioinguinal nerve,AS
CL:0002350,endocardial cell,endocardial,CT,located_in,UBERON:0002134,Tricuspid valve,Tricuspid valve,AS
UBERON:0002123,cortex of thymus,cortex of thymus,AS,part_of,UBERON:0002125,thymus lobule,thymus lobule,AS
,,muscularis mucosa,AS,part_of,UBERON:0000331,ileal mucosa,mucosa,AS
UBERON:0001955,epithelium of respiratory bronchiole,epithelium of respiratory bronchiole,AS,part_of,UBERON:0002188,respiratory bronchiole,respiratory bronchiole,AS
