keyword,processed
dorsal scapular artery,0
spinal trigeminal nucleus,0
wide field cell,0
lateral sural artery,0
KIT,0
Lipase E,0
BCL2,0
superior epigastric artery,0
Outer PALS,0
T killer,0
shaft of fourth proximal phalanx of foot,0
lateral superior ovary,0
external intercostal muscle,0
ventral ramus of third lumbar spinal nerve,0
pisiform,0
medullary thymic epithelial cell type 2,0
posterior segmental branch of right hepatic artery,0
superficial transverse perineal muscle,0
vascular smooth muscle cell of ureter,0
ventral ramus of fourth cervical spinal nerve,0
CD19 molecule,0
cardiac branch of vagus nerve,0
SRGAP1,0
arm muscle,0
superior articular facet of ninth thoracic vertebra,0
statum functionalis,0
RP5-1101C3.1,0
DLCT6b_112,0
ovarian medullary vasculature,0
submucosa of trachea,0
Granzyme B,0
hypothalamus,0
CASZ1,0
HPD,0
cervical spinal cord gray commissure,0
umbilical arteries,0
superior gluteal artery,0
middle pharyngeal constrictor muscle,0
suprahyoid muscle,0
LCP2,0
ADARB2,0
princeps pollicis artery,0
hippocampal gyrus (formation),0
PLUNC,0
T Follicular Helper Cell,0
Keratinocyte (Granular),0
rectus capitis lateralis muscle,0
thumb medial lymphatic channel,0
internal cerebral vein,0
C1orf54,0
quadratus lumborum muscle,0
Memory CD4+ T cell,0
CBI_307,0
second common palmar digital artery,0
neuron-specific enolase (NSE),0
Afferent lymphatic vessel,0
muscular branch of medial plantar nerve to flexor digitorum brevis,0
submucosal gland acini,0
NTPDase3,0
distal carpal bone 1,0
Medial Condyles,0
conventional Dendritic cell,0
branch of mandibular nerve to medial pterygoid,0
AC007682.1,0
tibia,0
ileocolic lymph node,0
left testicular artery,0
Exc L3 RORB OTOGL,0
sphincter pupillae muscle,0
serratus anterior muscle,0
corpus luteum granulosa theca layer,0
FASN,0
right posterior intercostal artery 5,0
CLEC14A,0
jejunal branches,0
posterior tibial recurrent artery,0
atrium of lateral ventricle,0
lumbar vertebra 3,0
KRT19,0
decidual lymphatic vessel,0
Myeloid progenitor (MOP),0
thoracic vertebra 10,0
spinous process of tenth thoracic vertebra,0
LLC_264,0
amygdala excitatory neuron,0
extravillous trophoblast (endovascular),0
endothelial cell,0
transient amplifying cell,0
ACKR4,0
CD44,0
SEMA3A,0
transverse process of fifth lumbar vertebra,0
inhibin subunit beta E,0
CA13_163,0
apex of lumbar spinal cord dorsal horn,0
S100 calcium binding protein B,0
deep facial vein,0
FHOD1+,0
ADAM33,0
anterior inferior iliac spine of ilium of os coxa,0
tracheal epithelium,0
posterior parietal artery,0
posterior radicular vein,0
VCAM-1,0
iliopubic ramus of os coxa,0
vertebral foramen of fourth thoracic vertebra,0
Splat_390,0
EMSN_426,0
corona radiata,0
shaft of third distal phalanx of foot,0
COP_37,0
nerve to mentalis,0
tuberosity of second distal phalanx of hand,0
Natural killer cell,0
"Laminin, subunit alpha 2",0
sacral cornu of sacrum,0
branch of median nerve to flexor digitorum superficialis,0
branch of superior gluteal nerve to gluteus minimus,0
gingival branch of mental nerve,0
OSTP,0
left posterior intercostal artery 9,0
anterior humeral circumflex artery,0
thalamogeniculate artery,0
bronchiolar smooth muscle cell,0
vestibular nuclei,0
Outer muscle layer of Fallopian tube intramural segment,0
odontoid process of second cervical vertebra,0
nerve/schwann cell,0
apicoposterior segmental artery of left lung,0
ROBO1,0
pudendal nerve,0
medial tarsal artery,0
CD144,0
Astro_57,0
Inh L1 VIP KLHDC8B,0
pedicle of seventh thoracic vertebra,0
inferior articular facet of fifth lumbar vertebra,0
posterior ramus of posterior diaphragmatic branch of phrenic nerve,0
plantar digital vein,0
Thex_457,0
anterior ethmoidal nerve,0
Centrocyte,0
Microfibril associated protein 2,0
anterior branch of obturator artery,0
proximal phalanx of digit of hand 4,0
vaginal vein,0
descending duodenum,0
NDST4,0
membrane spanning 4-domains A1,0
Meniscus,0
CD43,0
RP11-387P12.1,0
HLA-DQB1,0
CMA1,0
sternal angle of sternum,0
CSF2RA,0
Splat_412,0
frontal process of zygomatic bone,0
tubercle of second rib,0
Epen_74,0
MSLN,0
PSG4,0
bP-21201H5.1,0
late erythroid,0
TNFRSF13B,0
non-classical or patrolling monocyte,0
COL4A1,0
Lymphatic Endothelium Cell,0
MAP3K20,0
LEF1,0
L5ET_117,0
Siglec6,0
superior vertebral notch of second lumbar vertebra,0
anterior cardiac veins,0
SPDEF,0
Exc L6 FEZF2 KLK7,0
POSTN,0
sacral vertebra,0
inferior subscapular nerve,0
transverse costal facet of fifth thoracic vertebra,0
theca interna,0
supraclavicular nerve,0
TRAV11,0
auricularis posterior muscle,0
middle temporal artery,0
coronoid fossa of humerus,0
trachea connective tissue,0
SLC26A4,0
RBP3,0
PRDM1,0
lamina propria,0
vertebral arch of fourth thoracic vertebra,0
OPC_32,0
sural communicating branch of common peroneal nerve with medial sural cutaneous nerve,0
infraorbital vein,0
FCER2+,0
Ductal epithelial cell,0
double negative thymocyte 2,0
CD4+ Memory T Cell,0
posterior deep temporal artery,0
cervical plexus,0
greater cornu of hyoid bone,0
PDE11A,0
lung,0
base of fourth metacarpal bone,0
Subcapsular sinus floor,0
posterior basal segmental artery of right lung,0
isthmus of Fallopian tube,0
percardiacophrenic artery,0
tuberosity of fourth distal phalanx of hand,0
mandibular notch of mandible,0
ABC10-43608400O15.1,0
deltoid branch of posterior branch of axillary nerve,0
inferior epigastric vein,0
dorsal ramus of fourth thoracic spinal nerve,0
superficial palmar arch,0
CGE_280,0
retina,0
anterior external vertebral venous plexus #2,0
CD141+,0
endocrine lineage cell,0
groove for posterior deep temporal artery of squamous part of temporal bone,0
Mitral valve,0
Dorsal Inhibitory Neuron 3,0
nerve to fourth lumbrical of foot,0
diaphragmatic branch of phrenic nerve,0
mesenchyme of umbilical cord (Wharton's jelly),0
FCER1A,0
Chymotrypsinogen B1,0
Dorsal Inhibitory Neuron 8,0
IDO1,0
CD172a,0
Connecting Tubule,0
DCKL1,0
groove for subclavian vein of first rib,0
inferior parietal lobule,0
dermis,0
left posterior intercostal vein 9,0
body of third rib,0
ABCC9,0
CD9,0
lunate surface of os coxa,0
CA4_193,0
EMSN_234,0
nerve growth factor receptor,0
neutrophil (normally intravascular only),0
transverse process of fourth cervical vertebra,0
PCL,0
Fc fragment of IgG receptor IIIa/CD16,0
TRAJ18,0
GNGT1,0
brachial lymph trunk,0
lamina of ninth thoracic vertebra,0
transitional primary ovarian follicle,0
TIGIT,0
lateral muscular branch of radial nerve to brachialis,0
medial rectus extraocular muscle,0
COL9A1,0
HCRTR2,0
Neck of pancreas,0
corpus atretica,0
astrocyte,0
Mgl_11,0
long head of triceps brachii muscle,0
nerve to transverse muscle of tongue,0
lesser sciatic notch of ischium of os coxa,0
TGF-Î²-RI,0
lumbar vertebra 1,0
posterior inferior segmental branch of right hepatic vein,0
TP53I3,0
Ventral Excitatory Neuron 1,0
internal auditory meatus of petrous part of temporal bone,0
inferior colliculus,0
non-specific esterase,0
lamina of fourth cervical vertebra,0
fourth cervical spinal nerve,0
median sacral artery,0
SCART1,0
angle of fifth rib,0
CRH,0
LINC01695,0
CD161(lo)/,0
Splat_423,0
hepatic flexure,0
gluteal muscle,0
Paracortex,0
connexin 46,0
base of second distal phalanx of hand,0
Liver immune resident component,0
infraorbital nerve,0
"Germinative (epithelial) cell, Sebocyte",0
ESR1,0
distal phalanx of digit of foot 3,0
retinal pigmented epithelial cell,0
eosinophils,0
IL3RA,0
LOC105379168,0
mammillary nucleus,0
head of second proximal phalanx of foot,0
myocardium,0
iris epithelium,0
RPL36A,0
main bronchus smooth muscle,0
spinous process of eleventh thoracic vertebra,0
posterior internal vertebral venous plexus,0
suboccipital venous plexus,0
UHRF1,0
inferior striate vein,0
inferior costal facet of tenth thoracic vertebra,0
TMEM233,0
conjunctiva,0
supinator crest of ulna,0
Splat_379,0
ABCA13,0
keratin K3/K12,0
ischial body of ischium of os coxa,0
LOC101927668,0
WNT16,0
appendicular skeleton,0
HGNC:9666,0
IGHM+,0
groove for nasopalatine nerve of vomer,0
CD127,0
Glucagon,0
lamina propria of urinary bladder,0
seminal vesicle arterial branches of prostatic artery,0
Epen_71,0
spinous process of fourth lumbar vertebra,0
regulatory CD4+ T cell,0
LINC02008,0
lateral branch of superficial fibular nerve,0
cerebral peduncle,0
SLC4A11,0
duodenum,0
body of tenth rib,0
ventral ramus of sixth cervical spinal nerve,0
angle of tenth rib,0
COL1A1: collagen type I alpha 1 chain,0
esophageal vein,0
Carbonic anhydrase 2,0
chorionic plate vessel,0
Splat_418,0
T Follicular Regulatory Cell,0
TNNT3,0
hepatic plate,0
VSX1,0
reunions nucleus of thalamus,0
CD16 monocyte,0
geniohyoid muscle,0
first lumbar spinal nerve,0
muscular branch of tibial nerve to popliteus,0
Splat_238,0
CPA3,0
plasmacytoid Dendritic cell,0
short portal vessel of pituitary gland,0
IRX2,0
Vsmc_19,0
Cytotoxic T Cells,0
Inh L5-6 LAMP5 CRABP1,0
CHGA,0
HTR3A,0
ventral posterior medial nucleus,0
AID,0
ITGAM,0
medial proper plantar digital artery of fifth digit of foot,0
CALCA,0
dorsal venous arch of foot #2,0
costocervical trunk,0
retromandibular vein #2,0
substantia nigra,0
CD49a / ITGA1,0
CDH18,0
intermediate layer,0
auricular branch to skin of upper third of medial auricle,0
anterior clinoid process of sphenoid bone,0
superior cerebellar vein,0
third common plantar digital artery,0
communicating branch of auriculotemporal nerve with facial nerve,0
inferior vertebral notch of seventh cervical vertebra,0
hiatus and groove of petrous part of temporal bone for lesser petrosal nerve,0
phrenic nerve,0
EYA2,0
Ascending Vasa Recta Endothelial Cell,0
Germinal Center,0
pericyte cell of bladder,0
vertebral arch of third cervical vertebra,0
C-peptide,0
Exc L5 FEZF2 CSN1S1,0
base of fifth metatarsal bone,0
CD96,0
ectocervical stroma,0
medial inferior segmental branch of middle hepatic vein,0
COL15A1,0
SOX10,0
Keratin 20,0
AGER,0
HBB,0
proper hepatic artery,0
pterygoid fossa of sphenoid bone,0
glandular epithelial cell,0
caudal pancreatic artery,0
HAL-DQB1,0
Descending Thin Limb Cell Type 2,0
scaphoid,0
TMEM213,0
branch of lateral pectoral nerve to sternocostal part of pectoralis major,0
liver,0
iliolumbar vein,0
branch of external laryngeal nerve to inferior pharyngeal constrictor,0
abductor digiti minimi of hand muscle,0
rib 6,0
masticatory muscle,0
Thex_447,0
chorionic mesoderm,0
GZMM,0
facet of eleventh rib,0
myoepithelial cell of trachea gland,0
esophageal artery,0
supratrochlear nerve,0
medial proper plantar digital artery of fourth digit of foot,0
DCN,0
LOC105378031,0
DLIT_140,0
Lymphatic Artery,0
CXCR4+,0
MSN_208,0
inferior uterine vein,0
CTSK: cathepsin K,0
clavicular part of deltoid muscle,0
deep part of masseter muscle,0
secretory epithelial cell,0
lateral superior segmental branch of left hepatic vein,0
PDLIM1,0
muscular branch of tibial nerve to plantaris,0
PDGFRb,0
DLCT6b_104,0
communicating branch of iliohypogastric nerve with subcostal nerve,0
mandibular nerve,0
lateral malleolus of fibula,0
Primary motor cortex,0
Outer muscle layer of Fallopian tube infundibulum,0
base of fourth proximal phalanx of hand,0
LINC01680,0
superior articular process of tenth thoracic vertebra,0
internal primary capillary plexus of median eminence,0
oligodendrocyte precursor cell,0
central axillary lymph node,0
SYNPO2,0
FOXJ1,0
PCSK5,0
Diffuse bipolar 3b cell,0
splanchnocranium,0
labial branch of mental nerve,0
ARX,0
ETS1,0
nerve to levator labii superioris alaeque nasi,0
FN1,0
metatarsal bone of digit 5,0
retinal neural layer,0
dorsal branch of lateral proper palmar digital artery of fifth digit of hand,0
posterior labial nerve,0
TESPA1,0
genital branch of genitofemoral nerve,0
lateral femoral circumflex artery,0
white matter of hindbrain,0
HSPB6,0
transversus thoracis muscle,0
COP_41,0
middle temporal branch of middle cerebral artery,0
gastroduodenal artery,0
Islet-1,0
forebrain (prosencephalon),0
sacral division of spinal cord central canal,0
epithelial layer,0
SEMA3C,0
seventh cervical spinal nerve,0
deep circumflex iliac artery,0
Islet of Langerhans,0
C3+,0
superior costal facet of eleventh thoracic vertebra,0
distal phalanx of digit of foot 4,0
zygomatic process of squamous part of temporal bone,0
Red Pulp Macrophage,0
CD200,0
LTB,0
LMNTD1,0
lamina of fifth cervical vertebra,0
lumbar lymph trunk,0
oblique head of adductor hallucis muscle,0
medial posterior choroidal artery,0
Inh L1-3 VIP CBLN1,0
GBP2,0
HLF,0
TBX21,0
ABCA1,0
articular facet of tubercle of fifth rib,0
tracheal goblet cell,0
anterior internal frontal artery,0
KIR,0
syndecan 1,0
hepatic portal vein,0
TMEM255A,0
CBI_298,0
marginal artery of Drummond,0
basement membrane of Fallopian tube ampulla,0
CYP2A7,0
MIA,0
pontine tegmentum,0
Pericyte,0
LINC02552,0
COL24A1,0
RP11-111G13.1,0
posterior internal frontal artery,0
ULIT_127,0
Dendritic Cell (general),0
proximal bronchiole,0
NMU,0
anterior tibial vein,0
CD56 bright Natural killer,0
transverse temporal gyrus (Heschl's gyrus),0
recurrent meningeal branch of second sacral spinal nerve,0
tachykinin receptor 3,0
left marginal vein,0
Thex_445,0
PCP2,0
ALDH,0
anterior cervical intertransversarii muscle,0
SOX4+,0
Astro L1-6 FGFR3 PLCG1,0
second dorsal metacarpal artery,0
trigeminal nerve,0
enterocyte,0
FGFR3,0
FCGR1A,0
lobular artery of pancreas,0
pharyngeal trunk,0
pulmonary nerve plexus,0
solute carrier family 1 member 2,0
PF4+,0
perpendicular plate of ethmoid bone,0
MCTP1,0
Per_22,0
starburst amacrine cell,0
superior thyroid artery,0
SIGLEC1,0
Transitional Zone,0
ADAMTSL1,0
iliocostalis lumborum muscle,0
brachial plexus,0
CD27hi,0
SCN5A,0
compressor urethrae muscle,0
CLDN3,0
PODXL,0
CBI_301,0
pelvic floor muscle,0
prefrontal artery,0
vesical vein,0
foramen ovale of sphenoid bone,0
Preosteoclasts,0
pterygoid branches of maxillary artery,0
right lumbar artery 1,0
DLNP_96,0
eye,0
descending thin limb of loop of Henle,0
CYP2F1,0
CTD-2195H9.1,0
ABCA3,0
PDGFRalpha,0
AHR+,0
stapedial artery,0
second lumbar spinal nerve,0
left gastroepiploic artery,0
pharyngeal branch of vagus nerve to pharyngeal nerve plexus,0
branch of sacral nerve plexus to obturator internus,0
Conventional DC 2,0
branch of ulnar nerve to flexor digitorum profundus,0
TACR3,0
TBX18,0
CRYBG1,0
recurrent meningeal branch of ninth thoracic spinal nerve,0
clavicular branch of thoracoacromial artery,0
FBLN2,0
head of fourth proximal phalanx of foot,0
external ear muscle,0
common hepatic artery,0
head of femur,0
Peritubular Capillary Endothelial Cell,0
C5orf64,0
pulmonary capillary,0
Amex_408,0
intramural segment of Fallopian tube,0
PAWR,0
pericardial branch of phrenic nerve,0
thoracodorsal vein,0
theca cell,0
EHD3,0
shaft of fourth middle phalanx of foot,0
selection antral follicle,0
tubercle of fourth rib,0
FAP,0
head of second rib,0
posterior inferior pancreaticoduodenal vein,0
superior articular process of sacrum,0
anterior interosseous nerve,0
inferior articular process of fifth lumbar vertebra,0
left colic artery,0
RANKL,0
CGE interneuron,0
corticomedullary thymic epithelial cell,0
vastus lateralis muscle,0
nerve to helicis minor,0
Misc_176,0
intertrochanteric crest of femur,0
Misc_164,0
subsegmental bronchus,0
upper branch of internal laryngeal nerve,0
uterine venous plexus,0
primordial ovarian follicle,0
Inh L5-6 PVALB ZFPM2-AS1,0
medial muscular branch of radial nerve to triceps brachii,0
adventitia,0
anterior intercostal vein 4,0
Myofibroblast,0
anterior segmental branch of right hepatic artery,0
anterior deep temporal nerve,0
ENPP2+,0
aortic arch,0
SLC6A3,0
inferior frontal gyrus,0
short gastric artery,0
anterior radicular artery,0
branch of auriculotemporal nerve to temporalis,0
CD16,0
Inh L2 PVALB FRZB,0
nerve to transverse muscle of auricle,0
costal groove of first rib,0
anterior intercostal vein 8,0
TPM2,0
posterior inferior segmental branch of right hepatic portal vein,0
inferior articular facet of fifth cervical vertebra,0
CLCNKA,0
median sacral vein,0
trigone of urinary bladder,0
epithelium,0
HOXD3,0
anterior branch of obturator nerve,0
NRP1,0
lumbrical of hand muscle,0
deep artery of penis,0
stroma,0
SYT10,0
right atrium,0
epithelial stem cells,0
High Endothelial Venule,0
lateral proper palmar digital artery of second digit of hand,0
SAG,0
gut associated lymphoid tissue (GALT)/lamina propria,0
mesothelin,0
lateral posterior nucleus,0
CD3+,0
TH,0
IFNg,0
interspinales thoracis muscle,0
FABP4,0
recurrent laryngeal nerve,0
flattened cuboidal ovarian surface epithelial cell,0
myofibroblasts,0
transverse process of seventh thoracic vertebra,0
neck of first rib,0
inferior articular facet of third rib,0
CA2,0
RPE65,0
opponens pollicis muscle,0
pulmonary alveolar duct,0
columnar,0
GNAT2,0
AE000661.37,0
lymphocyte,0
artery of pterygoid canal,0
SMC4,0
Inh L1 PAX6 CHRFAM7A,0
anterior intercostal artery 5,0
DG_204,0
Astro_56,0
primary ovarian follicle,0
bronchial artery,0
olfactory nerve,0
SAMD3,0
incus bone,0
right ovarian artery,0
rib 8,0
keratin 18,0
Follicular Dendritic Cell (FDC),0
PD-1,0
vestibular nerve,0
CX3CR1,0
back muscle,0
long head of biceps femoris muscle,0
dorsal ramus of sixth cervical spinal nerve,0
immune system of respiratory tract,0
first plantar metatarsal artery,0
circular pharyngeal muscle,0
IgG3,0
Outer Medullary Collecting Duct Principal Cell,0
vertebral body of fourth lumbar vertebra,0
superior labial vein,0
SERPINB1,0
kidney outer medulla inner stripe,0
radius bone,0
DLCT6b_98,0
Splat_337,0
Inh L1-2 SST CCNJL,0
inferior anastomotic vein,0
XCR1,0
FCN1,0
branch of mylohyoid nerve to anterior belly of digastric,0
shaft of ulna of ulna,0
descending aorta,0
supratrochlear artery,0
mucus secreting cell of bronchus submucosal gland,0
neurocranium,0
IGHG1,0
accessory meningeal artery,0
Splat_424,0
NTRK1,0
posterior temporal branch of middle cerebral artery,0
medial sural artery,0
branch of sacral nerve plexus to levator ani,0
Medullary Reticular Cell,0
Simple columnar epithelial cell,0
keratin K5/K14,0
Small Intestine,0
CD16-/lo,0
RP11-875G18.1,0
DCN+,0
AP000331.1,0
Inh L5-6 SST C4orf26,0
CDC20B,0
muscular branch of lumbar plexus to psoas minor,0
