organ,id,doi,notes,type
lymph_nodes,"dela Paz NG, D'Amore PA. Arterial versus venous endothelial cells. Cell Tissue Res. 2009 Jan;3351:5-16. doi: 10.1007/s00441-008-0706-5. Epub 2008 Oct 30. PMID: 18972135; PMCID: PMC4105978.",10.1007/s00441-008-0706-5,"CT,B",reference
blood_vasculature,http://purl.obolibrary.org/obo/UBERON_0001362,,For AS,reference
peripheral_nervous_system,,,,general_publication
spleen,"James B. Chung, Richard A. Sater, Michele L. Fields, Jan Erikson, John G. Monroe, CD23 defines two distinct subsets of immature B cells which differ in their responses to T cell help signals, International Immunology, Volume 14, Issue 2, February 2002, Pages 157â€šÃ„Ã¬166.",10.1093/intimm/14.2.157,AS-CT,reference
large_intestine,PMID: 12969318,10.1034/j.1600-065x.2003.00072.x,,reference
skin,PMID: 9274623,10.1046/j.1365-2133.1997.17651853.x,"Bâˆšâˆ‚ni R, Burg G, Doguoglu A, Ilg EC, SchâˆšÂ§fer BW, MâˆšÂºller B, Heizmann CW. Immunohistochemical localization of the Ca2+ binding S100 proteins in normal human skin and melanocytic lesions. Br J Dermatol. 1997 Jul;137(1):39-43",reference
blood_vasculature,https://en.wikipedia.org/wiki/Lateral_thoracic_artery,,For AS,reference
placenta full term,DOI: 10.1095/biolreprod.108.075226,10.1095/biolreprod.108.075226,,reference
trachea,none,,,reference
fallopian_tube,PMID: 33852846,10.1016/j.celrep.2021.108978,,reference
placenta full term,doi.org/10.1182/blood.V74.2.751.751,10.1182/blood.v74.2.751.751,,reference
skin,PMID: 20224690,10.4161/derm.1.2.8736,"Xia L, Zouboulis CC, Ju Q. Culture of human sebocytes in vitro. Dermatoendocrinol. 2009 Mar;1(2):92-5.",reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Thoracic_spinal_nerve_5,,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Pontine_arteries,,For AS,reference
spleen,"Apaja-Sarkkinen M, Alavaikko M, Karttunen T, Autio-Harmainen H. Basement membrane proteins in the spleen: immunohistochemical demonstration and relation to reticulin. Histopathology. 1986 Mar;10(3):295-302. .",10.1111/j.1365-2559.1986.tb02483.x,"AS-CT, B",reference
pancreas,PMID: 27667665,10.1016/j.cmet.2016.08.018,,general_publication
blood_vasculature,https://www.kenhub.com/en/library/anatomy/maxillary-artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Occipital_branch_of_posterior_auricular_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Anterior_superior_alveolar_arteries,,For AS,reference
main-bronchus,,10.1126/sciadv.aba1983,,general_publication
blood_vasculature,https://en.wikipedia.org/wiki/Medial_collateral_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Vasa_recta_(intestines),,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Common_carotid_artery,,For AS,reference
lymph_nodes,"Jalkanen S, Salmi M. Lymphatic endothelial cells of the lymph node. Nat Rev Immunol. 2020 Sep;209:566-578. doi: 10.1038/s41577-020-0281-x. Epub 2020 Feb 24. PMID: 32094869.",10.1038/s41577-020-0281-x,AS-CT,reference
thymus,"Kendall MD, Singh J. The presence of erythroid cells in the thymus gland of man. J Anat. 1980 Jan;130(Pt 1):183-9.",,AS-CT,reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Sacral_plexus,,,reference
liver,PMID: 29112863,10.1016/j.cub.2017.09.019,,reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Nasociliary_nerve,,,reference
skin,PMID: 17567584,10.1074/jbc.m701586200,"Kueper T, Grune T, Prahl S, Lenz H, Welge V, Biernoth T, Vogt Y, Muhr GM, Gaemlich A, Jung T, Boemke G, ElsâˆšÂ§sser HP, Wittern KP, Wenck H, StâˆšÂ§b F, Blatt T. Vimentin is the specific target in skin glycation. Structural prerequisites, functional consequences, and role in skin aging. J Biol Chem. 2007 Aug 10;282(32):23427-36. d",reference
kidney,,10.1016/j.exphem.2016.10.008,,general_publication
kidney,,10.1038/s41586-020-2941-1,,reference
eye,Localization of the lens intermediate filament switch by imaging mass spectrometry,10.1016/j.exer.2020.108134,filensin myristolated at residues 432â€šÃ„Ã¬434 with m/z 471.3541,reference
placenta full term,DOI: 10.1146/annurev.bi.50.070181.002341,10.1146/annurev.bi.50.070181.002341,,reference
lymph_nodes,"Sayin I, Radtke AJ, Vella LA, Jin W, Wherry EJ, Buggert M, Betts MR, Herati RS, Germain RN, Canaday DH. Spatial distribution and function of T follicular regulatory cells in human lymph nodes. J Exp Med. 2018 Jun 4;2156:1531-1542. doi: 10.1084/jem.20171940. Epub 2018 May 16. PMID: 29769249; PMCID: PMC5987920.",10.1084/jem.20171940,AS-CT,reference
ovary,none,,,reference
bone_marrow,,10.1016/j.exphem.2018.09.004,,reference
blood_vasculature,https://www.healthline.com/human-body-maps/ascending-branch-of-the-left-colic-artery#1,,For AS,reference
skin,PMID: 26437605,10.1016/j.cmet.2015.09.004,"FernâˆšÂ°ndez-AgâˆšÂºera MC, Gao L, GonzâˆšÂ°lez-Rodrâˆšâ‰ guez P, Pintado CO, Arias-Mayenco I, Garcâˆšâ‰ a-Flores P, Garcâˆšâ‰ a-PergaâˆšÂ±eda A, Pascual A, Ortega-SâˆšÂ°enz P, Lâˆšâ‰¥pez-Barneo J. Oxygen Sensing by Arterial Chemoreceptors Depends on Mitochondrial Complex I Signaling. Cell Metab. 2015 Nov 3;22(5):825-37.",reference
blood_vasculature,https://en.wikipedia.org/wiki/Middle_colic_vein,,For AS,reference
large_intestine,PMID: 31390635 PMCID: PMC6888884,10.1159/000501521,,reference
lymph_nodes,"Shin JY, Wang CY, Lin CC, Chu CL. A recently described type 2 conventional dendritic cell cDC2 subset mediates inflammation. Cell Mol Immunol. 2020 Dec;1712:1215-1217. doi: 10.1038/s41423-020-0511-y. Epub 2020 Jul 30. PMID: 32732988; PMCID: PMC7785008.",10.1038/s41423-020-0511-y,"CT,B",reference
lymph_nodes,"Park SM, Angel CE, McIntosh JD, Mansell C, Chen CJ, Cebon J, Dunbar PR. Mapping the distinctive populations of lymphatic endothelial cells in different zones of human lymph nodes. PLoS One. 2014 Apr 14;94:e94781. doi: 10.1371/journal.pone.0094781. Erratum in: PLoS One. 2014;98:e106814. Mansell, Claudia M [corrected to Mansell, Claudia J]. PMID: 24733110; PMCID: PMC3986404.",10.1371/journal.pone.0094781,"CT, B",reference
skin,PMID: 10582733,10.1016/s1081-1206(10)62853-0,"Church MK, Clough GF. Human skin mast cells: in vitro and in vivo studies. Ann Allergy Asthma Immunol. 1999 Nov;83(5):471-5.",reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Sacral_spinal_nerve_5,,,reference
pancreas,PMID: 34376240,,,general_publication
blood_vasculature,https://en.wikipedia.org/wiki/Superior_anastomotic_vein,,For AS,reference
blood_vasculature,"Donohue JR, Daly DT. Anatomy, Thorax, Azygos Veins. [Updated 2020 Jul 31]. In: StatPearls [Internet]. Treasure Island (FL): StatPearls Publishing; 2020 Jan-. Available from: https://www.ncbi.nlm.nih.gov/books/NBK554430/",,For AS,reference
small_intestine,none,,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Internal_jugular_vein,,For AS,reference
skin,PMID: 24574661,10.4103/0973-029x.125208,"Munde PB, Khandekar SP, Dive AM, Sharma A. Pathophysiology of merkel cell. J Oral Maxillofac Pathol. 2013 Sep;17(3):408-12.",reference
blood_vasculature,https://en.wikipedia.org/wiki/Retromandibular_vein,,For AS,reference
lymph_nodes,"Folse DS, Beathard GA, Granholm NA. Smooth muscle in lymph node capsule and trabeculae. Anat Rec. 1975 Dec;1834:517-21. doi: 10.1002/ar.1091830404. PMID: 1200408.",10.1002/ar.1091830404,"CT, B",reference
lymph_nodes,"Locci M, Havenar-Daughton C, Landais E, Wu J, Kroenke MA, Arlehamn CL, Su LF, Cubas R, Davis MM, Sette A, Haddad EK; International AIDS Vaccine Initiative Protocol C Principal Investigators, Poignard P, Crotty S. Human circulating PD-1+CXCR3-CXCR5+ memory Tfh cells are highly functional and correlate with broadly neutralizing HIV antibody responses. Immunity. 2013 Oct 17;394:758-69. doi: 10.1016/j.immuni.2013.08.031. Epub 2013 Sep 12. PMID: 24035365; PMCID: PMC3996844.",10.1016/j.immuni.2013.08.031,B,reference
blood_vasculature,https://en.wikipedia.org/wiki/Radial_artery,,For AS,reference
ovary,doi:10.1074/mcp.M111.014647,10.1074/mcp.M111.014647,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Thalamogeniculate_artery,,For AS,reference
skin,,,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Lateral_palpebral_arteries,,For AS,reference
skin,PMID: 8689554,10.1146/annurev.cb.11.110195.001011,Fuchs E. Keratins and the skin. Annu Rev Cell Dev Biol. 1995;11:123-53.,reference
blood_vasculature,https://en.wikipedia.org/wiki/Obturator_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Perforating_arteries,,For AS,reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Thoracic_spinal_nerve_12,,,reference
blood,,10.1111/bjh.14467,,reference
kidney,DOI: 10.1101/2021.07.28.454201,10.1101/2021.07.28.454201,"noGJA5, no FBLN5, noKDR",reference
large_intestine,,10.1007/978-1-4939-0897-4_3,,general_publication
blood_vasculature,https://en.wikipedia.org/wiki/Iliolumbar_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Superior_gluteal_veins,,For AS,reference
bone_marrow,,10.1111/bjh.14467,,reference
ovary,,,,general_publication
blood_vasculature,https://en.wikipedia.org/wiki/Arcuate_artery_of_the_foot,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Superior_ophthalmic_vein,,For AS,reference
blood_vasculature,https://radiopaedia.org/articles/common-femoral-artery,,For AS,reference
lung,"Heitzman, E. Robert, Bedros Markarian, Ira Berger, and Edwin Dailey. â€œThe Secondary Pulmonary Lobule: A Practical Concept for Interpretation of Chest Radiographs.â€ Radiology 93, no. 3 (September 1, 1969): 507â€“12. https://doi.org/10.1148/93.3.507.",10.1148/93.3.507,,reference
thymus,"NuâˆšÂ±ez S, Moore C, Gao B, Rogers K, Hidalgo Y, Del Nido PJ, Restaino S, Naka Y, Bhagat G, Madsen JC, Bono MR, Zorn E. The human thymus perivascular space is a functional niche for viral-specific plasma cells. Sci Immunol. 2016 Dec;1(6):eaah4447.",10.1126/science.aay3224,"AS-CT, CT-B",reference
eye,"Marini et al., J. Cell. Mol. Med. Vol 21, No 12, 2017 pp. 3602-3611",10.1111/jcmm.13270,,reference
eye,"Clairton F. de Souza, Lisa Nivison-Smith, David L. Christie, Phillip Polkinghorne, Charles McGhee, Michael Kalloniatis, Monica L. Acosta, Macromolecular markers in normal human retina and applications to human retinal disease, Experimental eye Research, Volume 150, 2016, Pages 135-148,",10.1016/j.exer.2016.01.002,,reference
kidney,,10.1126/science.aat1699,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Inferior_labial_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Supraorbital_artery,,For AS,reference
brain,"Siletti, Kimberly et al. 2022. ""Transcriptomic diversity of cell types across the adult human brain."" bioRxiv. https://doi.org/10.1101/2022.10.12.511898",10.1101/2022.10.12.511898,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Suprarenal_veins,,For AS,reference
lymph_nodes,"Bjâˆšâˆ‚rkstrâˆšâˆ‚m NK, Ljunggren HG, MichaâˆšÂ´lsson J. Emerging insights into natural killer cells in human peripheral tissues. Nat Rev Immunol. 2016 Apr 28;165:310-20. doi: 10.1038/nri.2016.34. PMID: 27121652.",10.1038/nri.2016.34,B,reference
ovary,DOI: 10.1097/00004347-199804000-00001,10.1097/00004347-199804000-00001,,reference
bone_marrow,,10.1073/pnas.172384399,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Posterior_scrotal_arteries,,For AS,reference
liver,https://pubmed.ncbi.nlm.nih.gov/20739085/,10.1016/j.jhep.2010.04.037,,reference
blood_vasculature,"Kachlik, D., Baca, V., & Stingl, J. (2010). The spatial arrangement of the human large intestinal wall blood circulation. Journal of anatomy, 216(3), 335-343.",10.1111/j.1469-7580.2009.01199.x,For AS,reference
spleen,"Lewis SM, Williams A, Eisenbarth SC. Structure and function of the immune system in the spleen. Sci Immunol. 2019 Mar 1;4(33):eaau6085.",10.1126/sciimmunol.aau6085,AS-CT,reference
ovary,doi:10.3390/ijms21124565,10.3390/ijms21124565,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Inferior_pancreaticoduodenal_artery,,For AS,reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Trochlear_nerve,,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Superior_ulnar_collateral_artery,,For AS,reference
skin,PMID: 33029006,10.1038/s41586-020-2785-8,"Tang J, Fewings E, Chang D, Zeng H, Liu S, Jorapur A, Belote RL, McNeal AS, Tan TM, Yeh I, Arron ST, Judson-Torres RL, Bastian BC, Shain AH. The genomic landscapes of individual melanocytes from human skin. Nature. 2020 Oct;586(7830):600-605.",reference
pancreas,PMID: 27667667,10.1016/j.cmet.2016.08.020,,general_publication
uterus,none,,,reference
thymus,"Pearse G. Normal structure, function and histology of the thymus. Toxicol Pathol. 2006;34(5):504-14. doi: 10.1080/01926230600865549. PMID: 17067941.",10.1080/01926230600865549,"AS-CT, CT-B",reference
large_intestine,ISBN-13: 978-1496398949,,,reference
kidney,,10.1172/jci.insight.133267,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Inferior_gluteal_veins,,For AS,reference
blood_vasculature,https://www.wikidoc.org/index.php/Left_coronary_artery,,For AS,reference
placenta full term,doi: 10.1093/humrep/dem265,10.1093/humrep/dem265,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Anterior_tibial_vein,,For AS,reference
large_intestine,ISBN-13: 978-1496398949,,pages 653-654,reference
blood_vasculature,https://en.wikipedia.org/wiki/Medial_circumflex_femoral_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Dorsal_pancreatic_artery,,For AS,reference
thymus,"Koay HF, Gherardin NA, Enders A, Loh L, Mackay LK, Almeida CF, Russ BE, Nold-Petry CA, Nold MF, Bedoui S, Chen Z, Corbett AJ, Eckle SB, Meehan B, d'Udekem Y, Konstantinov IE, Lappas M, Liu L, Goodnow CC, Fairlie DP, Rossjohn J, Chong MM, Kedzierska K, Berzins SP, Belz GT, McCluskey J, Uldrich AP, Godfrey DI, Pellicci DG. A three-stage intrathymic development pathway for the mucosal-associated invariant T cell lineage. Nat Immunol. 2016 Nov;17(11):1300-1311.",10.1038/ni.3565,CT-B,reference
blood_vasculature,https://en.wikipedia.org/wiki/Inferior_ophthalmic_vein,,For AS,reference
fallopian_tube,,10.1016/j.celrep.2021.108978,,general_publication
trachea,,10.1164/rccm.201911-2199oc,,general_publication
blood_vasculature,https://en.wikipedia.org/wiki/Middle_rectal_veins,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Testicular_artery,,For AS,reference
blood,,,,reference
spleen,"Steiniger, B.S., Wilhelmi, V., Berthold, M. et al. Locating human splenic capillary sheaths in virtual reality. Sci Rep 8, 15720 (2018). DOI: 10.1038/s41598-018-34105-3",10.1038/s41598-018-34105-3,"AS-CT, CT-B",reference
blood_vasculature,https://anatomyzone.com/neuroanatomy/spinal-cord/blood-supply-to-the-spinal-cord/,,For AS,reference
ovary,doi:10.4081/rt.2009.e24,10.4081/rt.2009.e24,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Accessory_hemiazygos_vein,,For AS,reference
spleen,"Jiajing Qiu, Mohamed E. Salama, Cing Siang Hu, Yan Li, Xiaoli Wang, Ronald Hoffman; The characteristics of vessel lining cells in normal spleens and their role in the pathobiology of myelofibrosis. Blood Adv 2018; 2 (10): 1130â€šÃ„Ã¬1145..",10.1182/ bloodadvances.2017015073,"CT-B, Single cell transcriptomics ",reference
skin,PMID: 15327543,10.1111/j.1365-2133.2004.06108.x,"Perrin C, Langbein L, Schweizer J. Expression of hair keratins in the adult nail unit: an immunohistochemical analysis of the onychogenesis in the proximal nail fold, matrix and nail bed. Br J Dermatol. 2004 Aug;151(2):362-71.",reference
blood_vasculature,https://en.wikipedia.org/wiki/Coronary_sinus,,For AS,reference
pancreas,PMID: 27693023,10.1016/j.cels.2016.09.002,,general_publication
skin,PMID: 9274623,10.1046/j.1365-2133.1997.17651853.x,"Bâˆšâˆ‚ni R, Burg G, Doguoglu A, Ilg EC, SchâˆšÂ§fer BW, MâˆšÂºller B, Heizmann CW. Immunohistochemical localization of the Ca2+ binding S100 proteins in normal human skin and melanocytic lesions. Br J Dermatol. 1997 Jul;137(1):39-43.",reference
large_intestine,PMID: 30782851 PMCID: PMC6383804,10.4049/jimmunol.1801069,,reference
kidney,,10.1084/jem.20030323,supporting FLT3,reference
blood_vasculature,https://en.wikipedia.org/wiki/Artery_of_round_ligament_of_uterus,,For AS,reference
spleen,"Sathaliyawala T, Kubota M, Yudanin N, Turner D, Camp P, Thome JJ, Bickham KL, Lerner H, Goldstein M, Sykes M, Kato T, Farber DL. Distribution and compartmentalization of human circulating and tissue-resident memory T cell subsets. Immunity. 2013 Jan 24;38(1):187-97.",10.1016/j.immuni.2012.09.020,CT-B,reference
blood_vasculature,https://en.wikipedia.org/wiki/Deep_palmar_branch_of_ulnar_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Posterior_superior_alveolar_artery,,For AS,reference
spleen,"Weller S, Braun MC, Tan BK, Rosenwald A, Cordier C, Conley ME, Plebani A, Kumararatne DS, Bonnet D, Tournilhac O, Tchernia G, Steiniger B, Staudt LM, Casanova JL, Reynaud CA, Weill JC. Human blood IgM ""memory"" B cells are circulating splenic marginal zone B cells harboring a prediversified immunoglobulin repertoire. Blood. 2004 Dec 1;104(12):3647-54.",10.1182/blood-2004-01-0346,"AS-CT, CT-B",reference
ovary,doi:10.1093/humupd/dmg016,10.1093/humupd/dmg016,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Anterior_tympanic_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Middle_cardiac_vein,,For AS,reference
main-bronchus,,10.1164/rccm.201911-2199oc,,general_publication
blood_vasculature,https://en.wikipedia.org/wiki/Perforating_branches_of_internal_thoracic_artery,,For AS,reference
spleen,"Madissoon, E., Wilbrey-Clark, A., Miragaia, R.J. et al. scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation. Genome Biol 21, 1 (2020).",10.1186/s13059-019-1906-x,"CT-B, Single cell transcriptomics ",reference
blood_vasculature,"Lettau J, Bordoni B. Anatomy, Head and Neck, Lingual Artery. [Updated 2020 Jul 27]. In: StatPearls [Internet]. Treasure Island (FL): StatPearls Publishing; 2020 Jan-. Available from: https://www.ncbi.nlm.nih.gov/books/NBK554513/",,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Anterior_auricular_branches,,For AS,reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Infraorbital_nerve,,,reference
ovary,doi: 10.1097/00004347-198812000-00004,10.1097/00004347-198812000-00004,,reference
blood_vasculature,https://epomedicine.com/medical-students/surgical-anatomy-stomach/,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Superior_vesical_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Deep_cervical_vein,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Auricular_branch_of_posterior_auricular_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Anterior_humeral_circumflex_artery,,For AS,reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Intercostal_nerves,,,reference
spleen,"Wilkins, B., & Wright, D. (2000). Illustrated Pathology of the Spleen. Cambridge: Cambridge University Press.",10.1017/cbo9780511545979,"AS-CT, CT-B",reference
fallopian_tube,,10.1002/stem.1207,,general_publication
peripheral_nervous_system,none,,,reference
pancreas,PMID: 33212097,10.1053/j.gastro.2020.11.010,,general_publication
blood_vasculature,https://en.wikipedia.org/wiki/Subscapular_artery,,For AS,reference
blood_vasculature,https://www.wheelessonline.com/joints/knee/descending-genicular-branch-of-superficial-femoral-artery/,,For AS,reference
pancreas,PMID: 31273297,10.1038/s41422-019-0195-y,,general_publication
large_intestine,PMID: 7495755,10.1093/intimm/7.9.1473,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Lateral_tarsal_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Pancreatic_branches_of_splenic_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Dorsal_metatarsal_veins,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Deep_dorsal_vein_of_clitoris,,For AS,reference
eye,"NicolâˆšÂ°s Cuenca, Isabel OrtuâˆšÂ±o-LizarâˆšÂ°n, Isabel Pinilla,Cellular Characterization of OCT and Outer retinal Bands Using Specific Immunohistochemistry Markers and Clinical Implications, Ophthalmology, Volume 125, Issue 3, 2018,Pages 407-422",10.1016/j.ophtha.2017.09.016,phosducin is located in the outer and inner segments of the rod cell; arrestin is also found in bipolar cell,reference
trachea,ISBN:978-0-7020-7705-0,,,general_publication
liver,https://pubmed.ncbi.nlm.nih.gov/17585168/,10.1634/stemcells.2007-0176,PROM1,reference
blood_vasculature,http://radiopaedia.org/articles/orbitofrontal-artery,,For AS,reference
skin,PMID: 10661407,10.1016/s1074-7613(00)80160-0,"Valladeau J, Ravel O, Dezutter-Dambuyant C, Moore K, Kleijmeer M, Liu Y, Duvert-Frances V, Vincent C, Schmitt D, Davoust J, Caux C, Lebecque S, Saeland S. Langerin, a novel C-type lectin specific to Langerhans cells, is an endocytic receptor that induces the formation of Birbeck granules. Immunity. 2000 Jan;12(1):71-81.",reference
blood_vasculature,https://en.wikipedia.org/wiki/Brachiocephalic_vein,,For AS,reference
kidney,https://pubmed.ncbi.nlm.nih.gov/10662724/,10.1152/ajprenal.2000.278.2.f202,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Lateral_circumflex_femoral_artery,,For AS,reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Cervical_spinal_nerve_5,,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Left_colic_vein,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Plantar_metatarsal_veins,,For AS,reference
lymph_nodes,"Summers KL, Hock BD, McKenzie JL, Hart DN. Phenotypic characterization of five dendritic cell subsets in human tonsils. Am J Pathol. 2001 Jul;1591:285-95. doi: 10.1016/S0002-94401061694-X. PMID: 11438475; PMCID: PMC1850402.",10.1016/s0002-94401061694-x,B,reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Cervical_spinal_nerve_1,,,reference
blood,,10.1182/blood-2004-02-0769,,reference
blood_vasculature,https://radiopaedia.org/articles/superficial-epigastric-artery,,For AS,reference
eye,"Andressen C, Mai JK. Localization of the CD15 carbohydrate epitope in the vertebrate retina. Vis Neurosci. 1997 Mar-Apr;14(2):253-62.",10.1017/s0952523800011391,,reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Ventral_ramus_of_spinal_nerve,,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Cerebellar_veins,,For AS,reference
lymph_nodes,"Stein K, Hummel M, Korbjuhn P, Foss HD, Anagnostopoulos I, Marafioti T, Stein H. Monocytoid B cells are distinct from splenic marginal zone cells and commonly derive from unmutated naive B cells and less frequently from postgerminal center B cells by polyclonal transformation. Blood. 1999 Oct 15;948:2800-8. PMID: 10515883.",,AS-CT,reference
blood_vasculature,https://en.wikipedia.org/wiki/Inferior_phrenic_vein,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Tonsillar_branch_of_the_facial_artery,,For AS,reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Mandibular_nerve,,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Submental_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Medial_marginal_vein,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Superior_cerebral_veins,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Inferior_anastomotic_vein,,For AS,reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Thoracic_spinal_nerve_1,,,reference
lymph_nodes,"Summers KL, Hock BD, McKenzie JL, Hart DN. Phenotypic characterization of five dendritic cell subsets in human tonsils. Am J Pathol. 2001 Jul;1591:285-95. doi: 10.1016/S0002-94401061694-X. PMID: 11438475; PMCID: PMC1850402.",10.1016/s0002-94401061694-x,AS-CT,reference
placenta full term,PMID: 8804361,,,reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Frontal_nerve,,,reference
skin,PMID: 778283,10.1111/1523-1747.ep12512516,Ryan TJ. The blood vessels of the skin. J Invest Dermatol. 1976 Jul;67(1):110-8.,reference
pancreas,PMID: 34428183,10.1172/jci.insight.151621,,general_publication
blood_vasculature,https://en.wikipedia.org/wiki/Superior_labial_vein,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Basilar_artery,,For AS,reference
spleen,"Langeveld M, Gamadia LE, ten Berge IJ. T-lymphocyte subset distribution in human spleen. Eur J Clin Invest. 2006 Apr;36(4):250-6.",10.1111/j.1365-2362.2006.01626.x,CT-B,reference
placenta full term,doi: 10.1038/ng.2007.6.,10.1038/ng.2007.6,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Caroticotympanic_arteries,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Occipital_artery,,For AS,reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Long_ciliary_nerves,,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Median_antebrachial_vein,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Inferior_rectal_artery,,For AS,reference
bone_marrow,,10.1038/s41467-019-12464-3,,reference
bone_marrow,,10.1016/j.exphem.2018.09.004,,general_publication
blood_vasculature,https://en.wikipedia.org/wiki/Jejunal_veins,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Posterior_communicating_artery,,For AS,reference
main-bronchus,,10.7554/elife.62522,,general_publication
blood_vasculature,https://en.wikipedia.org/wiki/Deep_circumflex_iliac_vein,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Internal_carotid_artery,,For AS,reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Posterior_ethmoidal_nerve,,,reference
skin,PMID: 25455110,10.1016/j.tcb.2014.10.001,"Driskell RR, Watt FM. Understanding fibroblast heterogeneity in the skin. Trends Cell Biol. 2015 Feb;25(2):92-9.",reference
blood_vasculature,https://en.wikipedia.org/wiki/Posterior_ulnar_recurrent_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Median_sacral_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Brachial_artery,,For AS,reference
skin,,10.1038/s41467-020-19383-8,,general_publication
skin,PMID: 2784820,10.1111/1523-1747.ep12712175,"Longley J, Kraus J, Alonso M, Edelson R. Molecular cloning of CD1a (T6), a human epidermal dendritic cell marker related to class I MHC molecules. J Invest Dermatol. 1989 Apr;92(4):628-31.",reference
blood_vasculature,https://en.wikipedia.org/wiki/Superior_gluteal_artery,,For AS,reference
kidney,PMID: 31249312. PMCID: PMC6597610,10.1038/s41467-019-10861-2,CLDN10 low,reference
blood_vasculature,https://en.wikipedia.org/wiki/Inferior_vesical_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Descending_aorta,,For AS,reference
heart,,,"arises from the right coronary artery in around 60% of people. In about 40% of cases, the sinoatrial artery is a branch of the left circumflex coronary artery",reference
