doi,in_asctb_5th,in_cellmarker,in_cxg,in_31_organ_PubMed_pubs,linked_organs,pub_year,article_title,authors,manually filled in_all,manually filled in_year,manually corrected_title
10.1002/stem.1329,0,1,0,0,,2013.0,The CD44+ ALDH+ population of human keratinocytes is enriched for epidermal stem cells with long-term repopulating ability.,,FALSE,FALSE,FALSE
10.1002/stem.1390,0,1,0,0,,2013.0,Corneal endothelial cell fate is maintained by LGR5 through the regulation of hedgehog and Wnt pathway.,,FALSE,FALSE,FALSE
10.1002/stem.1391,0,1,0,0,,2013.0,Brief report: CD24 and CD44 mark human intestinal epithelial cell populations with characteristics of active and facultative stem cells.,,FALSE,FALSE,FALSE
10.1002/stem.1425,0,1,0,0,,2013.0,Identification of unsafe human induced pluripotent stem cell lines using a robust surrogate assay for pluripotency.,,FALSE,FALSE,FALSE
10.1002/stem.1480,0,1,0,0,,2013.0,No evidence for neo-oogenesis may link to ovarian senescence in adult monkey.,,FALSE,FALSE,FALSE
10.1002/stem.181,0,1,0,0,,2009.0,TWIST family of basic helix-loop-helix transcription factors mediate human mesenchymal stem cell growth and commitment.,,FALSE,FALSE,FALSE
10.1002/stem.182,0,1,0,0,,2009.0,Identification of human embryonic stem cell surface markers by combined membrane-polysome translation state array analysis and immunotranscriptional profiling.,,FALSE,FALSE,FALSE
10.1002/stem.1868,0,1,0,0,,2015.0,Human myocardial pericytes: multipotent mesodermal precursors exhibiting cardiac specificity.,,FALSE,FALSE,FALSE
10.1002/stem.193,0,1,0,0,,2009.0,"Doublecortin and CaM kinase-like-1 and leucine-rich-repeat-containing G-protein-coupled receptor mark quiescent and cycling intestinal stem cells, respectively.",,FALSE,FALSE,FALSE
10.1002/stem.2063,0,1,0,0,,2015.0,"CD49f Acts as an Inflammation Sensor to Regulate Differentiation, Adhesion, and Migration of Human Mesenchymal Stem Cells.",,FALSE,FALSE,FALSE
10.1002/stem.2083,0,1,0,0,,2015.0,LGR5 Promotes Breast Cancer Progression and Maintains Stem-Like Cells Through Activation of Wnt/β-Catenin Signaling,,FALSE,FALSE,TRUE
10.1002/stem.221,0,1,0,0,,2010.0,Characterization of epithelial cell adhesion molecule as a surface marker on undifferentiated human embryonic stem cells.,,FALSE,FALSE,FALSE
10.1002/stem.2411,0,1,0,0,,2016.0,TGFβ-Responsive HMOX1 Expression Is Associated with Stemness and Invasion in Glioblastoma Multiforme,,FALSE,FALSE,TRUE
10.1002/stem.2472,0,1,0,0,,2017.0,S100B Mediates Stemness of Ovarian Cancer Stem-Like Cells Through Inhibiting p53.,,FALSE,FALSE,FALSE
10.1002/stem.250,0,1,0,0,,2010.0,Human CMP-N-acetylneuraminic acid hydroxylase is a novel stem cell marker linked to stem cell-specific mechanisms.,,FALSE,FALSE,FALSE
10.1002/stem.2612,0,1,0,0,,2017.0,High Aldehyde Dehydrogenase Activity Identifies a Subset of Human Mesenchymal Stromal Cells with Vascular Regenerative Potential.,David A. Hess,FALSE,FALSE,FALSE
10.1002/stem.30,0,1,0,0,,2009.0,Identification of gastric cancer stem cells using the cell surface marker CD44.,,FALSE,FALSE,FALSE
10.1002/stem.324,0,1,0,0,,2010.0,Complex display of putative tumor stem cell markers in the NCI60 tumor cell line panel.,,FALSE,FALSE,FALSE
10.1002/stem.608,0,1,0,0,,2011.0,CD24: a novel surface marker for PDX1-positive pancreatic progenitors derived from human embryonic stem cells.,,FALSE,FALSE,FALSE
10.1002/stem.759,0,1,0,0,,2011.0,CD34 promotes satellite cell motility and entry into proliferation to facilitate efficient skeletal muscle regeneration.,,FALSE,FALSE,FALSE
10.1002/term.1914,0,1,0,0,,2017.0,Skeletal myogenic differentiation of human urine-derived cells as a potential source for skeletal muscle regeneration.,,FALSE,FALSE,FALSE
10.1002/term.2329,0,1,0,0,,2018.0,CD99 as surface anchor for human islet endocrine cell purification.,Geert A. Martens,FALSE,FALSE,FALSE
10.1002/tox.22437,0,1,0,0,,2017.0,The mechanisms for lung cancer risk of PM2.5 : Induction of epithelial-mesenchymal transition and cancer stem cell properties in human non-small cell lung cancer cells,,FALSE,FALSE,TRUE
10.1006/bbrc.2001.5737,0,1,0,0,,2001.0,Human endomucin is an endothelial marker.,,FALSE,FALSE,FALSE
10.1006/bbrc.2001.6202,0,1,0,0,,2002.0,"Identification and immunocytochemical analysis of DCNP1, a dendritic cell-associated nuclear protein.",,FALSE,FALSE,FALSE
10.1006/excr.1998.4270,0,1,0,0,,1999.0,Lymphatic endothelial tumors induced by intraperitoneal injection of incomplete Freund's adjuvant,,FALSE,FALSE,TRUE
10.1006/rwei.1999.0557,1,0,0,0,,1998.0,"Spleen, Encyclopedia of Immunology (Second Edition), Pages 2205-2208","C.E. Grossi, P.M. Lydyard",TRUE,FALSE,FALSE
10.1007/7651_2015_232,0,1,0,0,,2016.0,Selective Differentiation into Hematopoietic and Cardiac Cells from Pluripotent Stem Cells Based on the Expression of Cell Surface Markers.,,FALSE,FALSE,FALSE
10.1007/7651_2015_300,0,1,0,0,,2015.0,Isolation of Circulating Melanoma Cells.,,FALSE,FALSE,FALSE
10.1007/7651_2016_14,0,1,0,0,,2019.0,"Isolation and Culture of Adult Intestinal, Gastric, and Liver Organoids for Cre-recombinase-Mediated Gene Deletion.",,FALSE,FALSE,FALSE
10.1007/82_2017_59,0,1,0,0,,2017.0,"Overview of LAG-3-Expressing, IL-10-Producing Regulatory T Cells.",,FALSE,TRUE,FALSE
10.1007/978-1-4614-5894-4_10,0,1,0,0,,2013.0,New Insights into the CD133 (Prominin-1) Expression in Mouse and Human Colon Cancer Cells.,,FALSE,FALSE,FALSE
10.1007/978-1-4614-5894-4_11,0,1,0,0,,2013.0,Prominin-1 (CD133) Expression in the Prostate and Prostate Cancer: A Marker for Quiescent Stem Cells.,,FALSE,FALSE,FALSE
10.1007/978-1-4939-0897-4_3,1,0,0,0,,2014.0,The enteric nervous system and gastrointestinal innervation: integrated local and central control.,,FALSE,FALSE,FALSE
10.1007/978-1-4939-1161-5_4,0,1,0,0,,2014.0,Purification and immunophenotypic characterization of human B cells with regulatory functions.,,FALSE,FALSE,FALSE
10.1007/978-1-4939-1776-1_15,0,1,0,0,,2015.0,Host response biomarkers in the diagnosis of sepsis: a general overview.,,FALSE,FALSE,FALSE
10.1007/978-1-4939-3628-1_5,0,1,0,0,,2016.0,"Isolation, Identification, and Culture of Human Lymphatic Endothelial Cells.",,FALSE,FALSE,FALSE
10.1007/978-1-4939-3786-8_7,0,1,0,0,,2016.0,Isolation and Culture of Neural Crest Stem Cells from Human Hair Follicles.,,FALSE,FALSE,FALSE
10.1007/978-1-4939-7401-6_1,0,1,0,0,,2018.0,"Introduction to Cancer Stem Cells: Past, Present, and Future.",,FALSE,FALSE,FALSE
10.1007/978-1-4939-7659-1_5,0,1,0,0,,2018.0,Isolation of Glioblastoma Stem Cells with Flow Cytometry.,,FALSE,FALSE,FALSE
10.1007/978-1-4939-7734-5_15,0,1,0,0,,2018.0,Identification of Cancer Stem Cells in Esophageal Adenocarcinoma.,,FALSE,FALSE,FALSE
10.1007/978-1-4939-7745-1_15,0,1,0,0,,2018.0,Hair Follicle-Associated Pluripotent (HAP) Stem Cells in Gelfoam® Histoculture for Use in Spinal Cord Repair,,FALSE,FALSE,TRUE
10.1007/978-1-61779-012-6_11,0,1,0,0,,2011.0,Evaluation of anticancer agents using flow cytometry analysis of cancer stem cells.,,FALSE,FALSE,FALSE
10.1007/978-1-62703-432-6_5,0,1,0,0,,2013.0,Enrichment of human corneal epithelial stem/progenitor cells by magnetic bead sorting using SSEA4 as a negative marker.,,FALSE,FALSE,FALSE
10.1007/978-1-62703-511-8_5,0,1,0,0,,2013.0,Cardiac side population cells and Sca-1-positive cells.,,FALSE,FALSE,FALSE
10.1007/978-1-62703-845-4_12,0,1,0,0,,2014.0,Generation of functionally mature neutrophils from induced pluripotent stem cells.,,FALSE,FALSE,FALSE
10.1007/bf00191370,0,1,0,0,,1995.0,Neural cell adhesion molecule immunoreactivity in Merkel cells and Merkel cell tumours.,,FALSE,FALSE,FALSE
10.1007/bf00191438,0,1,0,0,,1994.0,Protein 1 and Clara cell 10-kDa protein distribution in normal and neoplastic tissues with emphasis on the respiratory system.,,FALSE,FALSE,FALSE
10.1007/bf00303089,0,1,0,0,,1994.0,Merkel cell distribution in human hair follicles of the fetal and adult scalp.,,FALSE,FALSE,FALSE
10.1007/bf00687077,1,0,0,0,,1987.0,Expression of epithelial membrane antigen in perineurial cells and their derivatives. An immunohistochemical study with multiple markers.,,FALSE,FALSE,FALSE
10.1007/bf01605293,0,1,0,0,,1990.0,Phenotypic characteristics of tumour-infiltrating lymphocytes in human oesophageal cancer tissues defined by quantitative two-colour analysis with flow-cytometry.,,FALSE,FALSE,FALSE
10.1007/bf01628222,1,0,0,0,,1971.0,[Detection and characterization of pregnancy proteins in the human placenta and their quantitative immunochemical determination in sera from pregnant women].,,FALSE,FALSE,FALSE
10.1007/s00018-011-0672-z,0,1,0,0,,2011.0,Cancer spheres from gastric cancer patients provide an ideal model system for cancer stem cell research.,,FALSE,FALSE,FALSE
10.1007/s00018-013-1462-6,0,1,0,0,,2014.0,"Natural history of mesenchymal stem cells, from vessel walls to culture vessels.",,FALSE,FALSE,FALSE
10.1007/s00018-016-2229-7,0,1,0,0,,2016.0,"Mesenchymal stem cell subpopulations: phenotype, property and therapeutic potential.",,FALSE,FALSE,FALSE
10.1007/s00125-010-1714-z,0,1,0,0,,2010.0,A genomic-based approach identifies FXYD domain containing ion transport regulator 2 (FXYD2)gammaa as a pancreatic beta cell-specific biomarker.,,FALSE,FALSE,FALSE
10.1007/s00125-011-2295-1,0,1,0,0,,2012.0,Pancreatic islet and progenitor cell surface markers with cell sorting potential.,,FALSE,FALSE,FALSE
10.1007/s00125-017-4385-1,0,1,0,0,,2017.0,Metabolic crosstalk between fatty pancreas and fatty liver: effects on local inflammation and insulin secretion.,,FALSE,FALSE,FALSE
10.1007/s00204-016-1901-x,0,1,0,0,,2017.0,The role of epigenetic modifiers in extended cultures of functional hepatocyte-like cells derived from human neonatal mesenchymal stem cells.,,FALSE,FALSE,FALSE
10.1007/s00256-009-0770-2,0,1,0,0,,2009.0,The presence and absence of lymphatic vessels in the adult human intervertebral disc: relation to disc pathology.,,FALSE,FALSE,FALSE
10.1007/s00262-008-0543-0,0,1,0,0,,2009.0,Identification of novel tumor antigens with patient-derived immune-selected antibodies.,,FALSE,FALSE,FALSE
10.1007/s00262-015-1729-x,1,0,0,0,,2015.0,Monitoring regulatory T cells in clinical samples: consensus on an essential marker set and gating strategy for regulatory T cell analysis by flow cytometry.,,FALSE,FALSE,FALSE
10.1007/s00264-015-2925-1,0,1,0,0,,2016.0,Mesenchymal stem cells reside in anterior cruciate ligament remnants in situ.,,FALSE,FALSE,FALSE
10.1007/s00292-016-0204-6,0,1,0,0,,2016.0,[Prognostic biomarkers for metastatic colorectal cancer].,,FALSE,FALSE,FALSE
10.1007/s00383-015-3808-7,0,1,0,0,,2016.0,Characterization of vasculogenic potential of human adipose-derived endothelial cells in a three-dimensional vascularized skin substitute.,,FALSE,FALSE,FALSE
10.1007/s00403-011-1156-6,0,1,0,0,,2011.0,Bone morphogenetic protein receptor IB as a marker for enrichment of osteogenic precursor-like cells in human dermis.,,FALSE,FALSE,FALSE
10.1007/s00408-016-9895-y,0,1,0,0,,2016.0,ANGPTL4 Correlates with NSCLC Progression and Regulates Epithelial-Mesenchymal Transition via ERK Pathway.,,FALSE,FALSE,FALSE
10.1007/s00418-007-0320-8,1,0,0,0,,2007.0,Phenotypic differences between red pulp capillary and sinusoidal endothelia help localizing the open splenic circulation in humans.,,FALSE,FALSE,FALSE
10.1007/s004180100310,0,1,0,0,,2001.0,Expression of neural cell adhesion molecule in human liver development and in congenital and acquired liver diseases.,,FALSE,FALSE,FALSE
10.1007/s00418-011-0799-x,1,0,0,0,,2011.0,The follicular dendritic cell network in secondary follicles of human palatine tonsils and spleens.,,FALSE,FALSE,FALSE
10.1007/s00418-013-1172-z,1,0,0,0,,2014.0,B lymphocyte compartments in the human splenic red pulp: capillary sheaths and periarteriolar regions.,,FALSE,FALSE,FALSE
10.1007/s00418-014-1299-6,0,1,0,0,,2015.0,ATOH8: a novel marker in human muscle fiber regeneration.,,FALSE,FALSE,FALSE
10.1007/s00418-016-1414-y,0,1,0,0,,2016.0,"Early reversal cells in adult human bone remodeling: osteoblastic nature, catabolic functions and interactions with osteoclasts.",,FALSE,FALSE,FALSE
10.1007/s00418-020-01924-3,1,0,0,0,,2021.0,Exploring human splenic red pulp vasculature in virtual reality: details of sheathed capillaries and the open capillary network.,B. S. Steiniger,FALSE,FALSE,FALSE
10.1007/s00424-006-0152-8,1,0,0,0,,2007.0,The bile salt export pump.,,FALSE,FALSE,FALSE
10.1007/s004280000291,0,1,0,0,,2001.0,Identification of Paneth cells in pyloric glands associated with gastric and intestinal mixed-type intestinal metaplasia of the human stomach.,,FALSE,FALSE,FALSE
10.1007/s004280000364,0,1,0,0,,2001.0,Immunohistochemical patterns of human liver sinusoids under different conditions of pathologic perfusion.,,FALSE,FALSE,FALSE
10.1007/s00428-001-0579-4,0,1,0,0,,2002.0,Anaplastic plasmacytoma with malignant pleural effusion lacking evidence of monoclonal gammopathy.,,FALSE,FALSE,FALSE
10.1007/s004280050187,0,1,0,0,,1998.0,Mammary foam cells. Characterization by immunohistochemistry and in situ hybridization.,,FALSE,FALSE,FALSE
10.1007/s00428-012-1210-6,0,1,0,0,,2012.0,Increased CD133 expression after preoperative chemoradiotherapy in rectal cancers other than mucin-rich tumors.,,FALSE,FALSE,FALSE
10.1007/s00428-012-1359-z,0,1,0,0,,2013.0,Podoplanin is a novel myoepithelial cell marker in pleomorphic adenoma and other salivary gland tumors with myoepithelial differentiation.,,FALSE,FALSE,FALSE
10.1007/s00428-013-1399-z,0,1,0,0,,2013.0,Dentine matrix protein 1 (DMP-1) is a marker of bone-forming tumours.,,FALSE,FALSE,FALSE
10.1007/s00428-015-1716-9,0,1,0,0,,2015.0,Follicular variant of peripheral T cell lymphoma with mediastinal involvement in a child: a case report.,,FALSE,FALSE,FALSE
10.1007/s00432-011-1038-5,0,1,0,0,,2011.0,Identification of CD44+CD24+ gastric cancer stem cells.,,FALSE,FALSE,FALSE
10.1007/s00432-016-2239-8,0,1,0,0,,2017.0,"Reduced expression of CXCR4, a novel renal cancer stem cell marker, is associated with high-grade renal cell carcinoma.",,FALSE,FALSE,FALSE
10.1007/s00441-003-0745-x,1,0,0,0,,2003.0,Endothelial-pericyte interactions in angiogenesis.,,FALSE,FALSE,FALSE
10.1007/s00441-003-0848-4,0,1,0,0,,2004.0,"Nestin, a neuroectodermal stem cell marker molecule, is expressed in Leydig cells of the human testis and in some specific cell types from human testicular tumours.",,FALSE,FALSE,FALSE
10.1007/s004410050819,0,1,0,0,,1997.0,Cytokeratin 17 as an immunohistochemical marker for intramural cytotrophoblast in human first trimester uteroplacental arteries.,,FALSE,FALSE,FALSE
10.1007/s00441-007-0437-z,1,0,0,0,,2007.0,Thy-1 is an in vivo and in vitro marker of liver myofibroblasts.,,FALSE,FALSE,FALSE
10.1007/s00441-008-0667-8,0,1,0,0,,2008.0,Comparative analysis of ABCG2-expressing and label-retaining cells in mouse submandibular gland.,,FALSE,FALSE,FALSE
10.1007/s00441-008-0706-5,1,0,0,0,,2009.0,Arterial versus venous endothelial cells.,,FALSE,FALSE,FALSE
10.1007/s00441-013-1582-1,0,1,0,0,,2013.0,Prospective biomarkers of stem cells of human endometrium and fallopian tube compared with bone marrow.,,FALSE,FALSE,FALSE
10.1007/s004419900067,0,1,0,0,,1999.0,Dual immunofluorescence labeling with cell-specific markers localizes BRCA1 in both basal and luminal epithelial cells in primary outgrowth from noncancerous mammary ductal and alveolar preparations.,,FALSE,FALSE,FALSE
10.1007/s00535-011-0422-x,0,1,0,0,,2011.0,Pancreatic cancer stem cells: new insights and perspectives.,,FALSE,FALSE,FALSE
10.1007/s00586-006-0213-x,0,1,0,0,,2007.0,Temporo-spatial distribution of blood vessels in human lumbar intervertebral discs.,,FALSE,FALSE,FALSE
10.1007/s00592-015-0811-3,0,1,0,0,,2016.0,GPR44 is a pancreatic protein restricted to the human beta cell.,,FALSE,FALSE,FALSE
10.1007/s005950070005,0,1,0,0,,2000.0,Immunocytochemical analysis of cellular infiltrates in human appendicitis.,,FALSE,FALSE,FALSE
10.1007/s00595-012-0437-9,0,1,0,0,,2013.0,High expression of cancer stem cell markers in cholangiolocellular carcinoma.,,FALSE,FALSE,FALSE
10.1007/s00784-011-0600-5,0,1,0,0,,2012.0,Isolating stromal stem cells from periodontal granulation tissues.,,FALSE,FALSE,FALSE
10.1007/s00784-016-1945-6,0,1,0,0,,2017.0,Mesenchymal stem cells with osteogenic potential in human maxillary sinus membrane: an in vitro study.,,FALSE,FALSE,FALSE
10.1007/s00795-012-0571-x,0,1,0,0,,2012.0,Nestin and other putative cancer stem cell markers in pancreatic cancer.,,FALSE,FALSE,FALSE
10.1007/s10059-013-2310-0,0,1,0,0,,2013.0,Pax6 expressed in osteocytes inhibits canonical Wnt signaling.,,FALSE,FALSE,FALSE
10.1007/s10072-013-1459-9,0,1,0,0,,2014.0,Decreased levels and function of circulating endothelial progenitor cells in unruptured intracranial saccular aneurysm patients.,,FALSE,FALSE,FALSE
10.1007/s10072-017-3143-y,0,1,0,0,,2018.0,Mobilization of endothelial progenitor cell in patients with acute ischemic stroke.,,FALSE,FALSE,FALSE
10.1007/s10120-012-0140-y,0,1,0,0,,2012.0,"Expressions of putative cancer stem cell markers ABCB1, ABCG2, and CD133 are correlated with the degree of differentiation of gastric cancer.",,FALSE,FALSE,FALSE
10.1007/s10120-012-0153-6,0,1,0,0,,2013.0,Suppression of myeloid cell leukemia-1 (Mcl-1) enhances chemotherapy-associated apoptosis in gastric cancer cells.,,FALSE,FALSE,FALSE
10.1007/s10238-004-0047-y,0,1,0,0,,2004.0,Production of CA125 by human lung cancer cell lines.,,FALSE,FALSE,FALSE
10.1007/s10384-011-0060-0,0,1,0,0,,2011.0,Suppressive effect of aqueous humor on lipopolysaccharide-induced dendritic cell maturation.,,FALSE,FALSE,FALSE
10.1007/s10456-014-9446-1,0,1,0,0,,2015.0,Segregation of late outgrowth endothelial cells into functional endothelial CD34- and progenitor-like CD34+ cell populations.,,FALSE,FALSE,FALSE
10.1007/s10529-005-3625-5,0,1,0,0,,2005.0,Isolation of human periosteum-derived progenitor cells using immunophenotypes for chondrogenesis.,,FALSE,FALSE,FALSE
10.1007/s10549-006-9189-9,0,1,0,0,,2006.0,Telomerase immortalization of human mammary epithelial cells derived from a BRCA2 mutation carrier.,,FALSE,FALSE,FALSE
10.1007/s10549-009-0413-2,0,1,0,0,,2010.0,Estrogen receptor beta exerts growth-inhibitory effects on human mammary epithelial cells.,,FALSE,FALSE,FALSE
10.1007/s10549-009-0619-3,0,1,0,0,,2010.0,Prognostic impact of ALDH1 in breast cancer: a story of stem cells and tumor microenvironment.,,FALSE,FALSE,FALSE
10.1007/s10549-012-2271-6,0,1,0,0,,2012.0,Cancer stem cell markers are associated with adverse biomarker profiles and molecular subtypes of breast cancer.,,FALSE,FALSE,FALSE
10.1007/s10549-017-4558-0,0,1,0,0,,2018.0,CD56+ immune cell infiltration and MICA are decreased in breast lobules with fibrocystic changes.,Amy C. Degnim,FALSE,FALSE,FALSE
10.1007/s10585-015-9705-6,0,1,0,0,,2015.0,Amino-terminal fragments of laminin γ2 chain stimulate migration of metastatic breast cancer cells by interacting with CD44,,FALSE,FALSE,TRUE
